tileid,mjd,expnum,exptime,dpos,target,ra,dec,pa
1056637,60825,41536,900.0,5,PGC32369,162.31047,-31.30318,179.9853057861328
1056637,60825,41537,900.0,6,PGC32369,162.30343,-31.30666,179.98899841308594
1056637,60825,41538,900.0,7,PGC32369,162.31047,-31.30667,179.9813995361328
1056637,60825,41539,900.0,8,PGC32369,162.30693,-31.30836,179.99639892578125
1056429,60826,41594,900.0,0,NGC3621,169.56713,-32.81173,179.98390197753906
1056429,60826,41595,900.0,1,NGC3621,169.57066,-32.81684,179.9718017578125
1056429,60826,41596,900.0,2,NGC3621,169.56349,-32.81684,179.97760009765625
1056429,60826,41597,900.0,3,NGC3621,169.56708,-32.8082,179.98089599609375
1056429,60826,41598,900.0,4,NGC3621,169.5635,-32.80992,179.9862060546875
1056429,60826,41599,900.0,5,NGC3621,169.57065,-32.80992,179.98150634765625
1056429,60826,41600,900.0,6,NGC3621,169.56351,-32.81339,179.9853973388672
1056429,60847,42546,900.0,7,NGC3621,169.57069,-32.81348,179.9759979248047
1056429,60847,42547,900.0,8,NGC3621,169.56707,-32.81512,179.99020385742188
1056642,60848,42609,900.0,0,PGC38799,182.78246,-31.12711,179.95899963378906
1056642,60848,42610,900.0,1,PGC38799,182.78593,-31.13223,179.9541015625
1056642,60848,42611,900.0,2,PGC38799,182.77893,-31.13223,179.96560668945312
1056642,60848,42612,900.0,3,PGC38799,182.78241,-31.12357,179.96890258789062
1056642,60848,42613,900.0,4,PGC38799,182.77891,-31.12528,179.98300170898438
1056642,60848,42614,900.0,5,PGC38799,182.78594,-31.12531,179.97850036621094
1056642,60848,42615,900.0,6,PGC38799,182.77893,-31.1288,179.9853973388672
1056642,60848,42616,900.0,7,PGC38799,182.78594,-31.1288,179.9835968017578
1056642,60848,42617,900.0,8,PGC38799,182.78243,-31.13052,179.99330139160156
1056548,60849,42672,900.0,0,NGC5042,198.88063,-23.98246,179.93670654296875
1056548,60849,42673,900.0,1,NGC5042,198.88389,-23.9876,179.918701171875
1056548,60849,42674,900.0,2,NGC5042,198.87729,-23.98759,179.91799926757812
1056548,60849,42675,900.0,3,NGC5042,198.88058,-23.97892,179.91720581054688
1056548,60849,42676,900.0,4,NGC5042,198.87729,-23.98065,179.9167022705078
1056548,60849,42677,900.0,5,NGC5042,198.88388,-23.98065,179.90780639648438
1056548,60849,42678,900.0,6,NGC5042,198.87728,-23.98416,179.92010498046875
1056548,60849,42679,900.0,7,NGC5042,198.88388,-23.98417,179.91839599609375
1056548,60849,42680,900.0,8,NGC5042,198.88059,-23.98588,179.9425048828125
1056671,60850,42736,900.0,0,UGCA348,199.96668,-22.27892,179.9427947998047
1056671,60850,42737,900.0,1,UGCA348,199.96989,-22.28404,179.91700744628906
1056671,60850,42738,900.0,2,UGCA348,199.96338,-22.28407,179.91830444335938
1056671,60850,42739,900.0,3,UGCA348,199.96663,-22.2754,179.9176025390625
1056671,60850,42740,900.0,4,UGCA348,199.96339,-22.27713,179.9114990234375
1056671,60850,42741,900.0,5,UGCA348,199.96988,-22.27714,179.90609741210938
1056671,60850,42742,900.0,6,UGCA348,199.96339,-22.28063,179.9221954345703
1056671,60850,42743,900.0,7,UGCA348,199.96989,-22.2806,179.9228973388672
1056671,60850,42744,900.0,8,UGCA348,199.96665,-22.28231,179.9429931640625
1056551,60851,42800,900.0,0,NGC5084,200.07054,-21.82763,179.95010375976562
1056551,60851,42801,900.0,1,NGC5084,200.07374,-21.83274,179.9282989501953
1056551,60851,42803,900.0,3,NGC5084,200.07051,-21.82409,179.92059326171875
1056551,60851,42804,900.0,4,NGC5084,200.06732,-21.82586,180.0
1056551,60851,42805,900.0,5,NGC5084,200.07374,-21.82582,179.91610717773438
1056551,60851,42806,900.0,6,NGC5084,200.06727,-21.82931,179.93150329589844
1056551,60851,42807,900.0,7,NGC5084,200.07375,-21.82933,179.9344024658203
1056551,60851,42808,900.0,8,NGC5084,200.07052,-21.83106,179.9528045654297
1056551,60853,42856,900.0,2,NGC5084,200.0673,-21.83282,179.9355926513672
1056550,60853,42857,900.0,0,NGC5068,199.73041,-21.03916,179.9102020263672
1056550,60853,42858,900.0,1,NGC5068,199.73362,-21.04433,179.89340209960938
1056550,60853,42859,900.0,2,NGC5068,199.72719,-21.04434,179.90370178222656
1056550,60853,42860,900.0,3,NGC5068,199.73041,-21.03571,179.90330505371094
1056550,60853,42861,900.0,4,NGC5068,199.72719,-21.03741,179.9178924560547
1056550,60853,42862,900.0,5,NGC5068,199.73363,-21.03741,179.91380310058594
1056550,60853,42863,900.0,6,NGC5068,199.72721,-21.04091,179.9385986328125
1056550,60853,42864,900.0,7,NGC5068,199.73363,-21.04091,179.94610595703125
1056550,60853,42865,900.0,8,NGC5068,199.73042,-21.04261,179.9709014892578
1056646,60877,43961,900.0,2,PGC47151,201.86456,-38.18172,179.95579528808594
1056646,60877,43963,900.0,4,PGC47151,201.86458,-38.17479,179.99209594726562
1056646,60877,43964,900.0,5,PGC47151,201.8722,-38.17479,179.97140502929688
1056646,60877,43966,900.0,7,PGC47151,201.8722,-38.17828,179.9759063720703
1056649,60878,43984,900.0,0,PGC49884,210.1934,-45.41859,179.97019958496094
1056649,60878,43985,900.0,1,PGC49884,210.19761,-45.42368,179.9615936279297
1056649,60878,43986,900.0,2,PGC49884,210.18906,-45.42364,179.97869873046875
1056649,60878,43987,900.0,3,PGC49884,210.19334,-45.41502,179.9821014404297
1056649,60878,43988,900.0,4,PGC49884,210.18907,-45.41674,179.97940063476562
1056649,60878,43989,900.0,5,PGC49884,210.19764,-45.41675,179.96670532226562
1056649,60878,43990,900.0,6,PGC49884,210.18909,-45.42024,179.99049377441406
1056649,60878,43991,900.0,7,PGC49884,210.19764,-45.42023,179.96780395507812
1056649,60878,43992,900.0,8,PGC49884,210.19334,-45.42195,179.99749755859375
1056672,60879,44037,900.0,1,UGCA353,201.17735,-19.70113,179.9799041748047
1056672,60879,44042,900.0,3,UGCA353,201.17416,-19.69254,179.98480224609375
1056672,60879,44043,900.0,4,UGCA353,201.17099,-19.69424,180.0240936279297
1056672,60880,44093,900.0,5,UGCA353,201.17736,-19.69429,179.94630432128906
1056672,60880,44094,900.0,6,UGCA353,201.17096,-19.69768,179.9720001220703
1056672,60880,44095,900.0,7,UGCA353,201.17735,-19.6977,179.985595703125
1056672,60880,44096,900.0,8,UGCA353,201.17415,-19.69942,179.9940948486328
1056546,60885,44282,900.0,1,NGC4988,197.48073,-43.11089,179.94180297851562
1056546,60885,44283,900.0,2,NGC4988,197.4725,-43.11081,179.94219970703125
1056546,60885,44284,900.0,3,NGC4988,197.47663,-43.10218,179.96839904785156
1056546,60885,44285,900.0,4,NGC4988,197.47251,-43.1039,179.98609924316406
1056546,60885,44286,900.0,5,NGC4988,197.48074,-43.1039,179.98629760742188
1056546,60885,44289,900.0,8,NGC4988,197.47664,-43.10907,180.00030517578125
1056646,60908,45118,900.0,0,PGC47151,201.86831,-38.17663,179.97520446777344
1056646,60908,45119,900.0,1,PGC47151,201.8722,-38.18173,179.96490478515625
1056661,60908,45121,900.0,0,UGC10985,267.01849,14.74144,179.8280029296875
1056661,60911,45227,900.0,2,UGC10985,267.01545,14.73614,179.84860229492188
1056661,60911,45228,900.0,3,UGC10985,267.01851,14.74486,179.81829833984375
1056661,60911,45229,900.0,4,UGC10985,267.0154,14.74314,179.80320739746094
1056661,60911,45230,900.0,5,UGC10985,267.02159,14.74318,179.789306640625
1056661,60911,45231,900.0,6,UGC10985,267.01539,14.7397,179.80140686035156
1056661,60911,45232,900.0,7,UGC10985,267.02158,14.73976,179.81109619140625
1056661,60911,45233,900.0,8,UGC10985,267.0185,14.73801,179.85360717773438
1056661,60913,45339,900.0,1,UGC10985,267.02165,14.73618,179.85629272460938
1056580,60913,45340,900.0,0,NGC5921,230.48564,5.07047,179.99380493164062
1056580,60913,45341,900.0,1,NGC5921,230.48869,5.06534,180.0128936767578
1056580,60913,45342,900.0,2,NGC5921,230.48269,5.0654,180.0
1056594,60914,45400,900.0,0,NGC7205,332.14287,-57.44261,179.9138946533203
1056594,60914,45401,900.0,1,NGC7205,332.14841,-57.44778,179.89669799804688
1056594,60914,45402,900.0,2,NGC7205,332.13724,-57.44776,179.89039611816406
1056594,60914,45403,900.0,3,NGC7205,332.14279,-57.43912,179.87969970703125
1056594,60914,45404,900.0,4,NGC7205,332.13726,-57.44083,179.86610412597656
1056594,60914,45405,900.0,5,NGC7205,332.14839,-57.44082,179.852294921875
1056594,60914,45406,900.0,6,NGC7205,332.1372,-57.44429,179.96560668945312
1056594,60914,45407,900.0,7,NGC7205,332.14837,-57.44429,179.9501953125
1056594,60914,45408,900.0,8,NGC7205,332.14278,-57.44601,179.9425048828125
1056596,60935,46192,900.0,0,NGC7233,333.95416,-45.84641,180.010498046875
1056596,60935,46193,900.0,1,NGC7233,333.95845,-45.8516,179.976806640625
1056596,60935,46194,900.0,2,NGC7233,333.94984,-45.85159,179.9665069580078
1056596,60935,46195,900.0,3,NGC7233,333.95414,-45.84296,179.943603515625
1056596,60935,46196,900.0,4,NGC7233,333.94984,-45.84467,179.9409942626953
1056596,60935,46197,900.0,5,NGC7233,333.95845,-45.84468,179.9918975830078
1056596,60935,46198,900.0,6,NGC7233,333.94982,-45.84814,179.98910522460938
1056596,60935,46199,900.0,7,NGC7233,333.95843,-45.84814,179.96200561523438
1056306,60936,46240,900.0,0,IC5201,335.23919,-46.03417,179.9705047607422
1056306,60936,46241,900.0,1,IC5201,335.24349,-46.03936,179.94509887695312
1056306,60936,46242,900.0,2,IC5201,335.23482,-46.03937,179.9355926513672
1056306,60936,46243,900.0,3,IC5201,335.23916,-46.03071,179.9268035888672
1056306,60936,46244,900.0,4,IC5201,335.23483,-46.03243,179.90679931640625
1056306,60936,46245,900.0,5,IC5201,335.24351,-46.03242,179.89019775390625
1056306,60936,46246,900.0,6,IC5201,335.23482,-46.03591,179.8769073486328
1056306,60936,46247,900.0,7,IC5201,335.24349,-46.03589,179.8607940673828
1056306,60936,46248,900.0,8,IC5201,335.23916,-46.0376,179.95480346679688
1056307,60937,46298,900.0,0,IC5240,340.46822,-44.76713,179.9553985595703
1056307,60937,46299,900.0,1,IC5240,340.47247,-44.77232,179.9102020263672
1056307,60937,46300,900.0,2,IC5240,340.46398,-44.77233,179.9102020263672
1056307,60937,46301,900.0,3,IC5240,340.46819,-44.76369,179.8885040283203
1056307,60937,46302,900.0,4,IC5240,340.46397,-44.76539,179.8730010986328
1056307,60937,46303,900.0,5,IC5240,340.47243,-44.76538,179.8361053466797
1056307,60937,46304,900.0,6,IC5240,340.46395,-44.76888,179.83619689941406
1056307,60937,46305,900.0,7,IC5240,340.47243,-44.76886,179.80650329589844
1056307,60937,46306,900.0,8,IC5240,340.4682,-44.77058,179.81179809570312
1056597,60938,46349,900.0,3,NGC7314,338.94245,-26.04695,179.7104949951172
1056597,60938,46350,900.0,4,NGC7314,338.93916,-26.04866,179.95379638671875
1056597,60938,46351,900.0,5,NGC7314,338.94582,-26.04869,179.92559814453125
1056597,60938,46352,900.0,6,NGC7314,338.93914,-26.05216,179.9145050048828
1056597,60938,46353,900.0,7,NGC7314,338.94582,-26.05216,179.89059448242188
1056597,60938,46354,900.0,8,NGC7314,338.94248,-26.05388,179.94459533691406
1056258,60939,46384,900.0,1,NGC55,3.45691,-38.83694,179.72210693359375
1056258,60939,46385,900.0,2,NGC55,3.44917,-38.83693,179.71530151367188
1056258,60939,46386,900.0,3,NGC55,3.45297,-38.82828,179.6829071044922
1056258,60939,46387,900.0,4,NGC55,3.44915,-38.83001,179.67239379882812
1056258,60939,46388,900.0,5,NGC55,3.45686,-38.82997,179.62840270996094
1056258,60939,46389,900.0,6,NGC55,3.44914,-38.83347,179.62210083007812
1056258,60939,46390,900.0,7,NGC55,3.45687,-38.83344,179.57789611816406
1056258,60939,46391,900.0,8,NGC55,3.45303,-38.83516,179.57679748535156
1056598,60940,46432,900.0,0,NGC7361,340.57673,-30.05524,179.98390197753906
1056598,60940,46433,900.0,1,NGC7361,340.58019,-30.06046,179.94500732421875
1056598,60940,46434,900.0,2,NGC7361,340.57324,-30.06049,179.92300415039062
1056598,60940,46435,900.0,3,NGC7361,340.5767,-30.05181,179.9049072265625
1056598,60940,46436,900.0,4,NGC7361,340.57325,-30.05355,179.8773956298828
1056598,60940,46437,900.0,5,NGC7361,340.58019,-30.05353,179.83880615234375
1056598,60940,46438,900.0,6,NGC7361,340.57323,-30.05703,179.82080078125
1056598,60940,46439,900.0,7,NGC7361,340.58019,-30.05701,179.79209899902344
1056598,60940,46440,900.0,8,NGC7361,340.57673,-30.05872,179.77540588378906
1056601,60942,46565,900.0,0,NGC7412,343.94071,-42.64195,179.97900390625
1056601,60942,46566,900.0,1,NGC7412,343.9448,-42.64714,179.9539031982422
1056601,60942,46567,900.0,2,NGC7412,343.93663,-42.64716,179.9425048828125
1056601,60942,46568,900.0,3,NGC7412,343.94066,-42.63851,179.92340087890625
1056601,60942,46569,900.0,4,NGC7412,343.93658,-42.64024,179.9073028564453
1056601,60942,46570,900.0,5,NGC7412,343.94475,-42.64021,179.8809051513672
1056601,60942,46571,900.0,6,NGC7412,343.93659,-42.6437,179.86839294433594
1056601,60942,46572,900.0,7,NGC7412,343.94477,-42.64368,179.8437957763672
1056601,60942,46573,900.0,8,NGC7412,343.94067,-42.64541,179.83200073242188
1056308,60943,46624,900.0,0,IC5267,344.30656,-43.39613,179.9698028564453
1056308,60943,46625,900.0,1,IC5267,344.31071,-43.40133,179.9387969970703
1056308,60943,46626,900.0,2,IC5267,344.30243,-43.40133,179.9591064453125
1056308,60943,46627,900.0,3,IC5267,344.30657,-43.39267,179.93359375
1056308,60943,46628,900.0,4,IC5267,344.30241,-43.3944,179.91769409179688
1056308,60943,46629,900.0,5,IC5267,344.31068,-43.3944,179.87049865722656
1056308,60943,46630,900.0,6,IC5267,344.30242,-43.39788,179.86790466308594
1056308,60943,46631,900.0,7,IC5267,344.31068,-43.39788,179.83560180664062
1056308,60943,46632,900.0,8,IC5267,344.30651,-43.39959,179.82699584960938
1056258,60943,46653,900.0,0,NGC55,3.45298,-38.83178,180.09620666503906
1056597,60944,46683,900.0,0,NGC7314,338.94251,-26.0504,179.939697265625
1056597,60944,46684,900.0,1,NGC7314,338.94585,-26.0556,179.89610290527344
1056597,60944,46685,900.0,2,NGC7314,338.93914,-26.05561,179.8852996826172
1056254,60944,46686,900.0,0,NGC55,3.99647,-39.56091,179.7279052734375
1056254,60944,46687,900.0,1,NGC55,4.00039,-39.5661,179.69129943847656
1056254,60944,46688,900.0,2,NGC55,3.9926,-39.56613,179.6750946044922
1056254,60944,46689,900.0,3,NGC55,3.99646,-39.55746,179.66160583496094
1056254,60944,46690,900.0,4,NGC55,3.99256,-39.5592,179.64320373535156
1056254,60944,46691,900.0,5,NGC55,4.00037,-39.55913,179.6175994873047
1056254,60944,46692,900.0,6,NGC55,3.99261,-39.56266,179.61399841308594
1056254,60945,46720,900.0,8,NGC55,3.99649,-39.56435,179.77650451660156
1056600,60945,46721,900.0,1,NGC7410,343.75785,-39.66657,179.88760375976562
1056600,60945,46722,900.0,2,NGC7410,343.75003,-39.66656,179.87930297851562
1056600,60945,46723,900.0,3,NGC7410,343.7539,-39.65789,179.86410522460938
1056600,60945,46724,900.0,4,NGC7410,343.75003,-39.65959,179.8509063720703
1056600,60945,46725,900.0,5,NGC7410,343.75781,-39.65959,179.83099365234375
1056600,60945,46726,900.0,6,NGC7410,343.75003,-39.66308,179.84030151367188
1056600,60945,46727,900.0,7,NGC7410,343.75784,-39.66308,179.81080627441406
1056600,60945,46728,900.0,8,NGC7410,343.75393,-39.6648,179.8083953857422
1056254,60965,47738,900.0,7,NGC55,4.00039,-39.56263,179.75210571289062
1056655,60965,47739,900.0,2,PGC66239,317.49813,-37.50927,179.89999389648438
1056655,60965,47740,900.0,3,PGC66239,317.50189,-37.50055,179.90260314941406
1056655,60965,47741,900.0,4,PGC66239,317.4981,-37.50226,179.91229248046875
1056600,60965,47742,900.0,0,NGC7410,343.75392,-39.66134,179.90859985351562
1056590,60965,47743,900.0,2,NGC6822,296.23727,-14.80833,179.95809936523438
1056590,60965,47744,900.0,3,NGC6822,296.24043,-14.79961,180.00770568847656
1056590,60965,47745,900.0,4,NGC6822,296.23731,-14.80135,180.01170349121094
