tilegrp,tileid,mjd,expnum,exptime,stage,status,drpqual,drpver,dpos,object,obstime,sci_ra,sci_dec,sci_pa,sci_amass,sci_kmpos,sci_focpos,sci_alt,sci_sh_hght,sci_moon_sep,skye_ra,skye_dec,skye_pa,skye_amass,skye_kmpos,skye_focpos,skye_name,skye_alt,sci_skye_sep,skye_sh_hght,skye_moon_sep,skyw_ra,skyw_dec,skyw_pa,skyw_amass,skyw_kmpos,skyw_focpos,skyw_name,skyw_alt,sci_skyw_sep,skyw_sh_hght,skyw_moon_sep,moon_ra,moon_dec,moon_phase,moon_fli,sun_alt,moon_alt,filename,location,agcam_location,calib_mjd,std_mean_senb,std_mean_senr,std_mean_senz,sci_mean_senb,sci_mean_senr,sci_mean_senz,mod_mean_senb,mod_mean_senr,mod_mean_senz,fluxcal,ra,dec,pa,NGCname,ra_icrs,dec_icrs,ra_g,dec_g
1028XX,1028954,60282,8763,900.0,1,0,0,1.2.0,0,tile_id=1028954,2023-12-04T03:07:16.007,86.43285638338627,-2.7138637431913093,62.088511547670514,1.405,-96.73,36.47,45.3863,2862.12342,69.0522,21.018534908040866,-22.926965158806755,1.076724289219283,1.107,-24.9,36.19,WHAM_south_02,64.5637,66.3467,1244.08924,135.0618,85.80031206372504,-1.274138567521397,1.0028647490305078,1.416,-64.24,37.1,grid125,44.9206,1.5724,3028.83296,69.2102,153.73546,15.97426,258.59,0.6002,-34.8224,-20.7214,lvmSFrame-00008763.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028954/60282/lvmSFrame-00008763.fits,sdsswork/data/agcam/lco/60282/coadds/lvm.sci.coadd_s00008763.fits,60255,,,,,,,,,,0.0,86.43285638338627,-2.7138637431913093,62.088511547670514,NGC2024,86.43285638338627,-2.7138637431913093,-152.23651432452584,-15.841964136606963
1028XX,1028981,60282,8764,900.0,1,0,0,1.2.0,0,tile_id=1028981,2023-12-04T03:25:49.417,86.46038077720169,-1.9852586797343539,62.1242980715553,1.338,-92.59,36.47,48.3407,3047.30264,68.9441,85.80024783309368,-1.27402407639559,1.2045731960332795,1.339,-60.4,36.19,grid125,48.3145,0.9702,3128.41683,69.3559,21.018520097305988,-22.927035951861914,0.8438160292951004,1.149,-22.12,37.1,WHAM_south_02,60.5193,66.6686,1359.52981,135.1955,153.89465,15.92934,258.73,0.599,-36.3263,-16.8122,lvmSFrame-00008764.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028981/60282/lvmSFrame-00008764.fits,sdsswork/data/agcam/lco/60282/coadds/lvm.sci.coadd_s00008764.fits,60255,,,,,,,,,,0.0,86.46038077720169,-1.9852586797343539,62.1242980715553,NGC2024,86.46038077720169,-1.9852586797343539,-152.89422733841275,-15.480631744469873
1028XX,1028980,60282,8765,900.0,1,0,0,1.2.0,0,tile_id=1028980,2023-12-04T03:42:40.598,86.26379162093411,-1.6130556648013086,62.11558009778737,1.284,-88.59,36.47,51.163,3136.39002,69.1449,85.80028480863919,-1.2740756252386183,1.1630385636697205,1.283,-56.69,36.19,grid125,51.2199,0.5741,3175.70825,69.4842,70.85951511122315,-56.127976489044315,1.0260906703567196,1.14,-67.06,37.1,WHAM_south_08,61.3261,55.9112,1219.97381,99.4163,154.03484,15.8886,258.86,0.5979,-37.3999,-13.276,lvmSFrame-00008765.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028980/60282/lvmSFrame-00008765.fits,sdsswork/data/agcam/lco/60282/coadds/lvm.sci.coadd_s00008765.fits,60255,,,,,,,,,,0.0,86.26379162093411,-1.6130556648013086,62.11558009778737,NGC2024,86.26379162093411,-1.6130556648013086,-153.33095636353562,-15.481663546614243
1028XX,1028979,60282,8766,900.0,1,0,0,1.2.0,0,tile_id=1028979,2023-12-04T03:59:47.660,86.06737502027651,-1.2408446213632207,62.166490680383944,1.24,-84.6,36.47,53.7649,3184.58324,69.3457,85.80028246152291,-1.2740810197514423,1.1136283415358297,1.237,-52.9,36.19,grid125,53.9536,0.2691,3181.81764,69.6104,70.85948859302117,-56.12799298407547,1.0333287124412098,1.131,-64.43,37.1,WHAM_south_08,62.1825,56.2427,1263.24403,99.4565,154.17291,15.84719,258.99,0.5968,-38.1869,-9.7016,lvmSFrame-00008766.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028979/60282/lvmSFrame-00008766.fits,sdsswork/data/agcam/lco/60282/coadds/lvm.sci.coadd_s00008766.fits,60255,,,,,,,,,,0.0,86.06737502027651,-1.2408446213632207,62.166490680383944,NGC2024,86.06737502027651,-1.2408446213632207,-153.76762911263492,-15.48175516037322
1028XX,1028978,60282,8767,900.0,1,0,0,1.2.0,0,tile_id=1028978,2023-12-04T04:16:58.736,85.87113229757054,-0.8685221796856929,62.16768950146673,1.206,-80.5,36.47,56.0416,3189.92675,69.5448,85.8002910706057,-1.2740886485355796,1.080436532562113,1.2,-49.08,36.19,grid125,56.4225,0.4117,3146.30246,69.733,70.85948321693596,-56.127994995831585,1.058019817280755,1.125,-61.84,37.1,WHAM_south_08,62.7255,56.5751,1289.52225,99.4945,154.3071,15.8055,259.11,0.5958,-38.6553,-6.1347,lvmSFrame-00008767.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028978/60282/lvmSFrame-00008767.fits,sdsswork/data/agcam/lco/60282/coadds/lvm.sci.coadd_s00008767.fits,60255,,,,,,,,,,0.0,85.87113229757054,-0.8685221796856929,62.16768950146673,NGC2024,85.87113229757054,-0.8685221796856929,-154.20433146030686,-15.480840499101134
1028XX,1028897,60282,8769,900.0,1,0,0,1.2.0,0,tile_id=1028897,2023-12-04T04:50:08.667,86.18119769785781,-3.7992660829137637,62.08768011953633,1.129,-74.52,36.47,62.3641,2750.33742,70.364,70.85953731120226,-56.128007548995996,1.4653278619398318,1.124,-57.16,36.19,WHAM_south_08,62.8107,53.7461,1289.81546,99.5605,85.8003325727672,-1.2741377796038094,0.7871515392564149,1.153,-41.52,37.1,grid125,60.155,2.5536,2966.23835,69.9578,154.55353,15.72443,259.34,0.5938,-38.6203,0.6717,lvmSFrame-00008769.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028897/60282/lvmSFrame-00008769.fits,sdsswork/data/agcam/lco/60282/coadds/lvm.sci.coadd_s00008769.fits,60255,,,,,,,,,,0.0,86.18119769785781,-3.7992660829137637,62.08768011953633,NGC2024,86.18119769785781,-3.7992660829137637,-151.35245960814822,-16.563446708396395
1028XX,1028926,60282,8770,900.0,1,0,0,1.2.0,0,tile_id=1028926,2023-12-04T05:07:10.821,86.40563179412804,-3.4425865714184765,62.09326636157573,1.119,-70.91,36.47,63.3543,2645.1642,70.1471,85.80028885549198,-1.2741120087138489,1.0270342948445872,1.139,-38.0,36.19,grid125,61.4009,2.2512,2821.56647,70.0673,70.85948262131015,-56.12801233848039,1.0986455034017326,1.129,-54.52,37.1,WHAM_south_08,62.3581,54.1378,1264.13908,99.5908,154.67373,15.68231,259.45,0.5929,-38.1221,4.1187,lvmSFrame-00008770.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028926/60282/lvmSFrame-00008770.fits,sdsswork/data/agcam/lco/60282/coadds/lvm.sci.coadd_s00008770.fits,60255,,,,,,,,,,0.0,86.40563179412804,-3.4425865714184765,62.09326636157573,NGC2024,86.40563179412804,-3.4425865714184765,-151.57618142155584,-16.201065474218492
1028XX,1028955,60282,8771,900.0,1,0,0,1.2.0,0,tile_id=1028955,2023-12-04T05:24:01.158,86.62992008698595,-3.085939617993854,62.065892688816,1.114,-67.31,36.47,63.8045,2506.31879,69.926,70.8595405811775,-56.128019163504995,1.4647971201818144,1.137,-52.38,36.19,WHAM_south_08,61.5979,54.5298,1222.13999,99.618,85.80036154429634,-1.274114002628912,0.7809554646459749,1.131,-34.16,37.1,grid125,62.0982,1.9924,2648.07806,70.1714,154.78834,15.64025,259.56,0.5919,-37.3195,7.4853,lvmSFrame-00008771.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028955/60282/lvmSFrame-00008771.fits,sdsswork/data/agcam/lco/60282/coadds/lvm.sci.coadd_s00008771.fits,60255,,,,,,,,,,0.0,86.62992008698595,-3.085939617993854,62.065892688816,NGC2024,86.62992008698595,-3.085939617993854,-151.79899294811037,-15.838470461081027
1028XX,1028982,60282,8772,900.0,1,0,0,1.2.0,0,tile_id=1028982,2023-12-04T05:40:15.295,86.65718797845426,-2.357315608714129,-1.226702449453197,1.119,-32.0,36.47,63.3318,2369.36197,69.7733,85.80030148724936,-1.2741185738783232,1.0397268599615448,1.13,-30.94,36.19,grid125,62.2293,1.3809,2455.87654,70.2682,70.85952117377775,-56.128021315118424,1.1360238226229622,1.148,-49.95,37.1,WHAM_south_08,60.5948,55.2508,1166.85156,99.6418,154.89498,15.59925,259.66,0.5911,-36.2667,10.6872,lvmSFrame-00008772.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028982/60282/lvmSFrame-00008772.fits,sdsswork/data/agcam/lco/60282/coadds/lvm.sci.coadd_s00008772.fits,60255,,,,,,,,,,0.0,86.65718797845426,-2.357315608714129,-1.226702449453197,NGC2024,86.65718797845426,-2.357315608714129,-152.45755536025248,-15.478572212766366
1029XX,1029007,60282,8779,900.0,1,0,0,1.2.0,0,tile_id=1029007,2023-12-04T08:02:42.466,86.48823398769474,-1.2567902715403338,62.167923699168256,1.394,-37.41,35.78,45.8253,484.13556,70.314,85.8002890534917,-1.2741852864356449,1.4148978506546066,1.406,-5.73,35.31,grid125,45.3258,0.688,488.02891,70.978,70.8594671404574,-56.12801255958901,1.388096182485543,1.421,-32.82,36.35,WHAM_south_08,44.7278,56.302,326.39117,99.7499,155.68595,15.21086,260.41,0.5847,-18.0407,35.5019,lvmSFrame-00008779.fits,sdsswork/lvm/spectro/redux/1.2.0/1029XX/1029007/60282/lvmSFrame-00008779.fits,sdsswork/data/agcam/lco/60282/coadds/lvm.sci.coadd_s00008779.fits,60255,,,,,,,,,,0.0,86.48823398769474,-1.2567902715403338,62.167923699168256,NGC2024,86.48823398769474,-1.2567902715403338,-153.5493444746385,-15.117115802929531
1028XX,1028898,60282,8780,900.0,1,0,0,1.2.0,0,tile_id=1028898,2023-12-04T08:19:01.643,86.3786170818109,-4.171428689249703,62.10089906607306,1.427,-37.13,35.78,44.4741,317.6576,71.3422,70.85933997224119,-56.12796369891633,1.7524819395874434,1.48,-31.35,35.31,WHAM_south_08,42.4995,53.4166,234.13785,99.7516,85.80030022171547,-1.2741065949925863,1.2140389265300895,1.487,-3.33,36.35,grid125,42.2218,2.9543,329.55793,71.0461,155.76298,15.16222,260.48,0.584,-15.2335,37.7251,lvmSFrame-00008780.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028898/60282/lvmSFrame-00008780.fits,sdsswork/data/agcam/lco/60282/coadds/lvm.sci.coadd_s00008780.fits,60255,,,,,,,,,,0.0,86.3786170818109,-4.171428689249703,62.10089906607306,NGC2024,86.3786170818109,-4.171428689249703,-150.9132153924318,-16.55795165183148
1028XX,1028956,60284,8879,900.0,1,0,0,1.2.0,0,tile_id=1028956,2023-12-06T04:42:54.507,86.8272103972359,-3.457991436756655,62.02974078435043,1.134,-74.79,36.26,61.8598,2785.57786,89.5715,85.800283456328,-1.2740876720520857,1.053363847334608,1.152,-41.59,35.86,grid125,60.2098,2.4129,2989.03337,90.3941,70.85954608094836,-56.12802652944736,0.9728517631037168,1.124,-56.86,36.67,WHAM_south_08,62.7997,54.2013,1277.8583,102.7859,176.07959,5.22419,280.86,0.4071,-38.4847,-12.6322,lvmSFrame-00008879.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028956/60284/lvmSFrame-00008879.fits,sdsswork/data/agcam/lco/60284/coadds/lvm.sci.coadd_s00008879.fits,60255,,,,,,,,,,0.0,86.8272103972359,-3.457991436756655,62.02974078435043,NGC2024,86.8272103972359,-3.457991436756655,-151.3614350806709,-15.8340266592954
1028XX,1028984,60284,8880,900.0,1,0,0,1.2.0,0,tile_id=1028984,2023-12-06T04:59:42.245,87.05134286859983,-3.101237829454233,62.04109932731529,1.124,-71.17,36.26,62.8776,2704.97905,89.4446,70.85954082586639,-56.12802696863856,1.4558027024314462,1.129,-54.68,35.86,WHAM_south_08,62.3438,54.594,1261.15506,102.8089,85.80034189017913,-1.2741073990761989,0.6808181077605074,1.139,-37.7,36.67,grid125,61.4232,2.2138,2873.80017,90.5248,176.21223,5.16442,281.0,0.406,-38.1484,-9.0378,lvmSFrame-00008880.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028984/60284/lvmSFrame-00008880.fits,sdsswork/data/agcam/lco/60284/coadds/lvm.sci.coadd_s00008880.fits,60255,,,,,,,,,,0.0,87.05134286859983,-3.101237829454233,62.04109932731529,NGC2024,87.05134286859983,-3.101237829454233,-151.58424333449668,-15.471653278885546
1029XX,1029010,60284,8882,900.0,1,0,0,1.2.0,0,tile_id=1029010,2023-12-06T05:21:29.212,87.07830630915223,-2.3727480968050583,62.082871037396664,1.12,-66.25,35.51,63.2004,2568.50073,89.5137,70.85951687923819,-56.12800406939964,1.500882358206458,1.14,-51.64,35.1,WHAM_south_08,61.2963,55.3143,1214.87815,102.8352,85.80033575391819,-1.2741118577207755,0.6788299773339171,1.13,-33.03,36.17,grid125,62.2009,1.6848,2674.68517,90.6885,176.37828,5.08674,281.16,0.4045,-37.2518,-4.3735,lvmSFrame-00008882.fits,sdsswork/lvm/spectro/redux/1.2.0/1029XX/1029010/60284/lvmSFrame-00008882.fits,sdsswork/data/agcam/lco/60284/coadds/lvm.sci.coadd_s00008882.fits,60255,,,,,,,,,,0.0,87.07830630915223,-2.3727480968050583,62.082871037396664,NGC2024,87.07830630915223,-2.3727480968050583,-152.2419054376295,-15.112500692123177
1028XX,1028927,60345,11937,900.0,1,0,0,1.2.0,0,tile_id=1028927,2024-02-05T01:56:16.381,86.60299472768212,-3.8147009719452445,62.097657354835356,1.112,-59.7,36.63,64.1143,861.65203,145.9727,85.80034747111127,-1.274153659894806,0.956563224887722,1.138,-26.08,36.28,grid125,61.459,2.6641,871.09103,148.5654,70.85951574114463,-56.12801082899679,0.8996965656089225,1.17,-46.8,37.01,WHAM_south_08,58.7069,53.8088,617.06649,98.5897,248.38006,-25.25497,295.06,0.2893,-27.2873,-30.8555,lvmSFrame-00011937.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028927/60345/lvmSFrame-00011937.fits,sdsswork/data/agcam/lco/60345/coadds/lvm.sci.coadd_s00011937.fits,60339,,,,,,,,,,0.0,86.60299472768212,-3.8147009719452445,62.097657354835356,NGC2024,86.60299472768212,-3.8147009719452445,-151.13777764047188,-16.19609986548241
1056XX,1056242,60349,12183,900.0,1,0,0,1.2.0,0,tile_id=1056242,2024-02-09T08:29:26.796,196.3587504992012,-49.471084282775266,-0.10133984846625405,1.068,-56.82,36.09,69.3999,485.64989,91.3098,197.88163720864844,-46.59727975671564,1.3767311066038428,1.05,-56.07,35.69,grid295,72.1735,3.0487,488.09955,92.1319,185.38306889087102,4.415925806900952,0.6604070910655863,1.215,-20.27,36.69,grid272,55.3689,54.7231,676.62892,129.1344,315.86078,-21.24411,351.28,0.0058,-22.5504,-13.8935,lvmSFrame-00012183.fits,sdsswork/lvm/spectro/redux/1.2.0/1056XX/1056242/60349/lvmSFrame-00012183.fits,sdsswork/data/agcam/lco/60349/coadds/lvm.sci.coadd_s00012183.fits,60339,,,,,,,,,,0.0,196.3587504992012,-49.471084282775266,-0.10133984846625405,NGC4945,196.3587504992012,-49.471084282775266,-54.73191240937672,13.337161773586235
1056XX,1056243,60381,14114,900.0,1,0,0,1.2.0,0,tile_id=1056243,2024-03-12T08:52:58.377,197.00561238574562,-49.4688545801886,-0.5813458682760396,1.205,-36.38,35.93,56.0733,689.87489,139.1236,225.1408777837259,19.28210196515144,1.1390859030378289,1.516,-13.53,35.64,grid333,41.2439,73.1456,781.14963,141.943,197.8816296097276,-46.59727696216675,1.1475427349971936,1.183,-34.98,36.48,grid295,57.7079,2.9307,700.40057,142.0157,18.87877,8.62256,28.75,0.0619,-24.1298,-52.3324,lvmSFrame-00014114.fits,sdsswork/lvm/spectro/redux/1.2.0/1056XX/1056243/60381/lvmSFrame-00014114.fits,sdsswork/data/agcam/lco/60381/coadds/lvm.sci.coadd_s00014114.fits,60380,,,,,,,,,,0.0,197.00561238574562,-49.4688545801886,-0.5813458682760396,NGC4945,197.00561238574562,-49.4688545801886,-54.30058615950554,13.313755269859056
1056XX,1056245,60405,15660,900.0,1,0,0,1.2.0,3,tile_id=1056245,2024-04-05T02:31:07.027,196.67912463027005,-49.10218922490542,-0.32869017167994646,1.206,-79.31,36.25,55.9926,3970.09932,101.5939,185.38302234343962,4.415971110764614,1.1600182053712156,1.323,-51.69,36.04,grid272,49.1088,54.4141,18633.89986,141.6373,197.88165246486122,-46.597278998619515,0.9980572990068062,1.204,-78.8,36.86,grid295,56.1222,2.6316,4241.17234,102.6818,328.27931,-16.57606,309.22,0.1846,-50.9733,-42.979,lvmSFrame-00015660.fits,sdsswork/lvm/spectro/redux/1.2.0/1056XX/1056245/60405/lvmSFrame-00015660.fits,sdsswork/data/agcam/lco/60405/coadds/lvm.sci.coadd_s00015660.fits,60402,,,,,,,,,,0.0,196.67912463027005,-49.10218922490542,-0.32869017167994646,NGC4945,196.67912463027005,-49.10218922490542,-54.49518962876539,13.693216858968691
1050XX,1050249,60409,15922,900.0,1,0,0,1.2.0,0,tile_id=1050249,2024-04-09T07:45:18.649,270.64456419228765,-22.937543222356492,-60.56513194106548,1.106,-32.94,35.93,64.7549,1657.44712,117.4226,269.63117011759095,-26.136679288474706,1.4685951553224674,1.09,-63.34,35.5,grid392,66.5381,3.3293,1672.97739,118.392,302.00790285510374,-47.17226171567368,1.1863582300856435,1.505,86.06,36.47,WHAM_south_07,41.611,34.8755,1258.05622,94.426,25.59059,11.92248,8.51,0.0055,-42.5047,-51.0093,lvmSFrame-00015922.fits,sdsswork/lvm/spectro/redux/1.2.0/1050XX/1050249/60409/lvmSFrame-00015922.fits,sdsswork/data/agcam/lco/60409/coadds/lvm.sci.coadd_s00015922.fits,60402,,,,,,,,,,0.0,270.64456419228765,-22.937543222356492,-60.56513194106548,NGC6514,270.64456419228765,-22.937543222356492,7.101754629059713,-0.2461162321214373
1056XX,1056244,60493,20486,900.0,1,0,0,1.2.0,0,tile_id=1056244,2024-07-01T23:22:15.500,196.0371518122765,-49.106221392611886,0.16046940103701532,1.067,-53.82,35.91,69.5462,322.48129,142.956,185.38304570946573,4.415882323705924,0.9480003675848054,1.238,-16.65,35.53,grid272,53.8424,54.3198,277.64961,132.4048,197.88170172133636,-46.59732933590123,0.815758846298765,1.05,-52.94,36.39,grid295,72.2053,2.7974,323.13799,145.481,46.42814,21.0088,309.53,0.1825,-18.2737,-64.8712,lvmSFrame-00020486.fits,sdsswork/lvm/spectro/redux/1.2.0/1056XX/1056244/60493/lvmSFrame-00020486.fits,sdsswork/data/agcam/lco/60493/coadds/lvm.sci.coadd_s00020486.fits,60465,,,,,,,,,,0.0,196.0371518122765,-49.106221392611886,0.16046940103701532,NGC4945,196.0371518122765,-49.106221392611886,-54.92734732666395,13.712686354315295
1056XX,1056241,60494,20573,900.0,1,0,0,1.2.0,0,tile_id=1056241,2024-07-02T23:21:24.601,195.71193299448944,-49.46980597750992,0.4160685756659257,1.071,-53.41,35.95,69.0499,312.03933,137.6535,197.88170410444852,-46.59732869879582,1.2533023971952992,1.051,-52.68,35.38,grid295,72.1388,3.2178,312.75295,139.9213,185.38305744886893,4.4158464211055035,0.5362860130829484,1.243,-15.84,36.6,grid272,53.5465,54.6269,269.03126,118.9163,60.5453,25.02302,322.06,0.1062,-18.0241,-54.5299,lvmSFrame-00020573.fits,sdsswork/lvm/spectro/redux/1.2.0/1056XX/1056241/60494/lvmSFrame-00020573.fits,sdsswork/data/agcam/lco/60494/coadds/lvm.sci.coadd_s00020573.fits,60465,,,,,,,,,,0.0,195.71193299448944,-49.46980597750992,0.4160685756659257,NGC4945,195.71193299448944,-49.46980597750992,-55.16328843632306,13.359738505557626
1056XX,1056240,60499,20980,900.0,1,0,0,1.2.0,0,tile_id=1056240,2024-07-07T23:29:13.914,196.68523820026604,-49.835233798337875,-0.3586709526292473,1.083,-49.86,35.62,67.4494,352.98264,91.6535,185.38303964105634,4.415860297544973,1.0359332490074271,1.297,-10.91,35.31,grid272,50.3902,55.1267,297.18499,53.8641,197.8816889835439,-46.59733406896319,0.8113451437698134,1.059,-48.37,36.07,grid295,70.7057,3.3345,352.04111,90.5328,132.82658,22.42637,23.54,0.0418,-19.2825,1.5501,lvmSFrame-00020980.fits,sdsswork/lvm/spectro/redux/1.2.0/1056XX/1056240/60499/lvmSFrame-00020980.fits,sdsswork/data/agcam/lco/60499/coadds/lvm.sci.coadd_s00020980.fits,60465,,,,,,,,,,0.0,196.68523820026604,-49.835233798337875,-0.3586709526292473,NGC4945,196.68523820026604,-49.835233798337875,-54.53705091382636,12.961294114924378
1056XX,1056239,60528,22929,900.0,1,0,0,1.2.0,0,tile_id=1056239,2024-08-06T00:00:56.445,196.03347812713457,-49.835686196528926,0.07697562460970955,1.339,-31.31,35.17,48.2831,449.41991,74.3438,302.00798632719165,-47.172281810230615,1.4507902520076457,1.488,86.47,34.89,WHAM_south_07,42.2006,63.9091,921.97214,138.0973,197.8816030042368,-46.59731784056224,0.8987201335898076,1.303,-29.66,35.53,grid295,50.09,3.4643,447.48832,72.8771,153.36939,14.36443,16.74,0.0213,-23.4894,-7.594,lvmSFrame-00022929.fits,sdsswork/lvm/spectro/redux/1.2.0/1056XX/1056239/60528/lvmSFrame-00022929.fits,sdsswork/data/agcam/lco/60528/coadds/lvm.sci.coadd_s00022929.fits,60524,,,,,,,,,,0.0,196.03347812713457,-49.835686196528926,0.07697562460970955,NGC4945,196.03347812713457,-49.835686196528926,-54.96779022416678,12.984279752053082
1028XX,1028742,60624,29377,900.0,1,0,0,1.2.0,0,tile_id=1028742,2024-11-10T07:43:21.533,84.07240603467778,-3.7184341571988573,2.2292809970170455,1.125,-26.06,35.58,62.7149,731.75078,108.5048,70.85951245148318,-56.128010712918375,1.6100536703265613,1.179,-45.98,35.24,WHAM_south_08,57.9848,53.4667,552.91618,82.9777,85.8003322706167,-1.2741431134902834,0.7977438168830645,1.144,-24.29,36.28,grid125,60.9521,2.9924,735.13996,110.7943,334.11685,-12.94728,103.26,0.6159,-23.6846,-19.0974,lvmSFrame-00029377.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028742/60624/lvmSFrame-00029377.fits,sdsswork/data/agcam/lco/60624/coadds/lvm.sci.coadd_s00029377.fits,60607,,,,,,,,,,0.0,84.07240603467778,-3.7184341571988573,2.2292809970170455,NGC2024,84.07240603467778,-3.7184341571988573,-152.43918941253912,-18.396507993360945
1042XX,1042928,60629,29625,900.0,1,0,0,1.2.0,0,tile_id=1042928,2024-11-15T06:57:43.456,99.26843575463944,4.0510335638296375,2.610527070258166,1.216,-40.96,35.56,55.3052,1208.59876,59.3667,70.85948962336518,-56.12802520490316,1.5425921606387583,1.152,-49.39,35.21,WHAM_south_08,60.186,64.5108,861.1783,80.3404,97.58103801972409,-9.63110014217238,0.7924549574258598,1.073,-43.2,36.07,grid142,68.7666,13.7851,1078.13858,63.5342,40.45422,19.99568,170.25,0.9928,-30.1234,22.6436,lvmSFrame-00029625.fits,sdsswork/lvm/spectro/redux/1.2.0/1042XX/1042928/60629/lvmSFrame-00029625.fits,sdsswork/data/agcam/lco/60629/coadds/lvm.sci.coadd_s00029625.fits,60607,,,,,,,,,,0.0,99.26843575463944,4.0510335638296375,2.610527070258166,NGC2237,99.26843575463944,4.0510335638296375,-152.31148846807687,-1.3403679545465579
1039XX,1039350,60638,30171,900.0,1,0,0,1.2.0,0,tile_id=1039350,2024-11-24T04:26:09.341,96.70592695742243,3.435711438015217,2.410510098238402,1.508,-65.13,35.68,41.5287,3422.06239,70.1186,100.17871333049388,8.96710570907656,1.5041231556588022,1.735,-65.73,35.44,grid146,35.1732,6.5197,3880.80144,66.0813,70.85954334659327,-56.12805121197706,1.038384923409315,1.136,-65.97,36.38,WHAM_south_08,61.7218,63.1968,1402.64835,100.2533,167.09935,8.17317,282.91,0.3896,-40.3448,-19.553,lvmSFrame-00030171.fits,sdsswork/lvm/spectro/redux/1.2.0/1039XX/1039350/60638/lvmSFrame-00030171.fits,sdsswork/data/agcam/lco/60638/coadds/lvm.sci.coadd_s00030171.fits,60636,,,,,,,,,,0.0,96.70592695742243,3.435711438015217,2.410510098238402,NGC2237,96.70592695742243,3.435711438015217,-152.94330730618591,-3.893546065295079
1039XX,1039863,60638,30172,900.0,1,0,0,1.2.0,0,tile_id=1039863,2024-11-24T04:42:23.674,97.32136075937986,3.0446504882509355,2.508893607525656,1.434,-62.2,35.63,44.2202,3154.56364,69.6951,100.17872524304414,8.967080049474308,1.4508146344305675,1.626,-62.05,35.44,grid146,37.9286,6.5683,3603.37559,66.2207,70.85949294412993,-56.127998565798585,1.051796981323359,1.128,-63.49,36.38,WHAM_south_08,62.4208,62.9902,1397.44535,100.2836,167.23496,8.11838,283.05,0.3884,-40.2514,-16.0862,lvmSFrame-00030172.fits,sdsswork/lvm/spectro/redux/1.2.0/1039XX/1039863/60638/lvmSFrame-00030172.fits,sdsswork/data/agcam/lco/60638/coadds/lvm.sci.coadd_s00030172.fits,60636,,,,,,,,,,0.0,97.32136075937986,3.0446504882509355,2.508893607525656,NGC2237,97.32136075937986,3.0446504882509355,-152.31154859381604,-3.528812782034784
1039XX,1039349,60638,30173,900.0,1,0,0,1.2.0,0,tile_id=1039349,2024-11-24T04:58:34.186,96.51129851370206,3.8083091675926504,2.376862951390247,1.371,-57.59,35.63,46.8237,3033.93901,70.5298,70.859550738934,-56.12808786099883,1.54938880133949,1.124,-61.27,35.42,WHAM_south_08,62.8273,63.5029,1375.57184,100.3117,100.17873802005948,8.967114922626852,1.01808628809063,1.538,-58.09,36.38,grid146,40.5187,6.3157,3321.61686,66.3559,167.36635,8.0638,283.18,0.3873,-39.8538,-12.6303,lvmSFrame-00030173.fits,sdsswork/lvm/spectro/redux/1.2.0/1039XX/1039349/60638/lvmSFrame-00030173.fits,sdsswork/data/agcam/lco/60638/coadds/lvm.sci.coadd_s00030173.fits,60636,,,,,,,,,,0.0,96.51129851370206,3.8083091675926504,2.376862951390247,NGC2237,96.51129851370206,3.8083091675926504,-153.36446741375875,-3.8935484849166992
1039XX,1039862,60638,30174,900.0,1,0,0,1.2.0,0,tile_id=1039862,2024-11-24T05:16:21.472,97.12722605701447,3.4176432662611407,2.4521992304671816,1.316,-54.23,35.63,49.4441,2728.03224,70.1091,100.17870564931846,8.96707928841586,1.3558409770364288,1.462,-54.1,35.29,grid146,43.1576,6.3239,3007.54574,66.5005,70.8595074260909,-56.128049666184175,1.0668648104263885,1.123,-58.43,36.27,WHAM_south_08,62.9245,63.2948,1332.82102,100.3401,167.5065,8.00373,283.32,0.3861,-39.0742,-8.8307,lvmSFrame-00030174.fits,sdsswork/lvm/spectro/redux/1.2.0/1039XX/1039862/60638/lvmSFrame-00030174.fits,sdsswork/data/agcam/lco/60638/coadds/lvm.sci.coadd_s00030174.fits,60636,,,,,,,,,,0.0,97.12722605701447,3.4176432662611407,2.4521992304671816,NGC2237,97.12722605701447,3.4176432662611407,-152.73269461514045,-3.5288358194929823
