tilegrp,tileid,mjd,expnum,exptime,stage,status,drpqual,drpver,dpos,object,obstime,std_mean_senb,std_mean_senr,std_mean_senz,sci_mean_senb,sci_mean_senr,sci_mean_senz,mod_mean_senb,mod_mean_senr,mod_mean_senz,fluxcal,sci_ra,sci_dec,sci_pa,sci_amass,sci_kmpos,sci_focpos,sci_alt,sci_sh_hght,sci_moon_sep,skye_ra,skye_dec,skye_pa,skye_amass,skye_kmpos,skye_focpos,skye_name,skye_alt,sci_skye_sep,skye_sh_hght,skye_moon_sep,skyw_ra,skyw_dec,skyw_pa,skyw_amass,skyw_kmpos,skyw_focpos,skyw_name,skyw_alt,sci_skyw_sep,skyw_sh_hght,skyw_moon_sep,moon_ra,moon_dec,moon_phase,moon_fli,sun_alt,moon_alt,filename,location,agcam_location,calib_mjd,ra,dec,pa,NGCname,ra_icrs,dec_icrs,ra_g,dec_g
1042XX,1042923,60665,31555,900.0,1,0,0,1.2.0,0,tile_id=1042923,2024-12-21T04:27:45.827,6.42202759642689e-14,3.25011830178694e-14,2.19929087096727e-14,7.0591049767025e-14,3.61845548770684e-14,2.41548688844481e-14,6.39543165106442e-14,3.23663893171654e-14,2.19930977697057e-14,MOD,98.29648817933867,5.9204509650564,2.46203759077476,1.249,-41.23,35.66,53.1787,3788.20162,64.4636,70.85949579884239,-56.128014338770626,1.5310684068715437,1.146,-50.53,35.36,WHAM_south_08,60.7783,66.0231,1187.19562,99.5635,100.17879547875876,8.967069704905517,0.7290886173860263,1.311,-39.97,36.4,grid146,49.6991,3.5728,4454.75784,62.2238,163.34415,9.87108,251.45,0.6603,-37.454,6.2675,lvmSFrame-00031555.fits,sdsswork/lvm/spectro/redux/1.2.0/1042XX/1042923/60665/lvmSFrame-00031555.fits,sdsswork/data/agcam/lco/60665/coadds/lvm.sci.coadd_s00031555.fits,60655,98.29648817933867,5.9204509650564,2.46203759077476,NGC2237,98.29648817933867,5.9204509650564,-154.41733981099435,-1.3403707861245995
1043XX,1043434,60665,31556,900.0,1,0,0,1.2.0,0,tile_id=1043434,2024-12-21T04:43:54.853,6.44135221893978e-14,3.25918253888467e-14,2.19761852866716e-14,6.83945610173206e-14,3.47305303665684e-14,2.30642481099814e-14,6.44190278020399e-14,3.25504848074698e-14,2.20434779767425e-14,MOD,98.71946169372741,5.9015992033764215,2.5136731800879013,1.233,-37.86,35.66,54.1526,3703.21634,64.1588,70.85944318898551,-56.12800442805517,1.54670033441892,1.159,-48.37,35.36,WHAM_south_08,59.5826,66.1241,1194.15805,99.5802,100.17878886306144,8.967067158105628,0.7041665244095389,1.289,-36.04,36.4,grid146,50.8377,3.3898,4313.01372,62.3355,163.4532,9.81771,251.56,0.6594,-37.5442,9.6104,lvmSFrame-00031556.fits,sdsswork/lvm/spectro/redux/1.2.0/1043XX/1043434/60665/lvmSFrame-00031556.fits,sdsswork/data/agcam/lco/60665/coadds/lvm.sci.coadd_s00031556.fits,60655,98.71946169372741,5.9015992033764215,2.5136731800879013,NGC2237,98.71946169372741,5.9015992033764215,-154.20677417910815,-0.9756175578866557
1043XX,1043873,60665,31557,900.0,1,0,0,1.2.0,0,tile_id=1043873,2024-12-21T05:00:10.621,6.40514357860379e-14,3.25584699022952e-14,2.20370048172524e-14,7.08635221618171e-14,3.67055076062516e-14,2.4676892007287e-14,6.53650023117553e-14,3.30465505618481e-14,2.21356726074554e-14,MOD,99.14241793468696,5.8823618552834045,2.585500910430774,1.223,-34.51,35.66,54.8102,3565.76725,63.8511,100.1787738776399,8.967085630657714,1.1025675663925152,1.275,-32.32,35.36,grid146,51.6153,3.2514,4125.18101,62.4443,70.85946590632446,-56.128018956007715,1.1004704336412556,1.177,-46.03,36.4,WHAM_south_08,58.1673,66.2263,1186.20749,99.5945,163.55921,9.76365,251.67,0.6585,-37.3448,12.9448,lvmSFrame-00031557.fits,sdsswork/lvm/spectro/redux/1.2.0/1043XX/1043873/60665/lvmSFrame-00031557.fits,sdsswork/data/agcam/lco/60665/coadds/lvm.sci.coadd_s00031557.fits,60655,99.14241793468696,5.8823618552834045,2.585500910430774,NGC2237,99.14241793468696,5.8823618552834045,-153.99618998438763,-0.6108712310391047
1041XX,1041900,60666,31610,900.0,1,0,0,1.2.0,0,tile_id=1041900,2024-12-22T03:16:43.136,6.37720597799463e-14,3.21193686407209e-14,2.18679408862542e-14,6.73975451212763e-14,3.5323583561118e-14,2.34646985975443e-14,6.38076877281084e-14,3.22125799991038e-14,2.19366911010532e-14,MOD,97.25456940037795,6.33018598468268,2.3232793222078514,1.399,-55.83,36.19,45.6102,3514.34907,75.9452,70.85951376723713,-56.12800396597132,1.4015844139031552,1.123,-60.05,35.83,WHAM_south_08,62.916,66.131,987.00051,100.793,100.17874312517881,8.967076248543163,0.8124504007260227,1.5,-56.16,36.82,grid146,41.77,3.918,4400.49828,72.9335,173.58096,4.4835,261.93,0.5716,-33.735,-14.5488,lvmSFrame-00031610.fits,sdsswork/lvm/spectro/redux/1.2.0/1041XX/1041900/60666/lvmSFrame-00031610.fits,sdsswork/data/agcam/lco/60666/coadds/lvm.sci.coadd_s00031610.fits,60655,97.25456940037795,6.33018598468268,2.3232793222078514,NGC2237,97.25456940037795,6.33018598468268,-155.25973143833258,-2.06984081956089
1042XX,1042411,60666,31611,900.0,1,0,0,1.2.0,0,tile_id=1042411,2024-12-22T03:32:51.979,6.400902161527e-14,3.26206266991632e-14,2.20275088120008e-14,6.73586412081655e-14,3.46618353238486e-14,2.32143996626751e-14,6.36719341601381e-14,3.23804590438404e-14,2.20763219113135e-14,MOD,97.67789614882865,6.312336686405254,2.4181891286530575,1.353,-52.47,36.19,47.6453,3697.07871,75.661,70.85951567765107,-56.128004553568935,1.4122257519547432,1.124,-57.68,35.83,WHAM_south_08,62.8635,66.2286,1053.49674,100.8154,100.17878715404835,8.96706144172388,0.7391876364452789,1.437,-52.32,36.84,grid146,44.0728,3.6318,4511.87974,73.0705,173.71131,4.42407,262.06,0.5704,-35.0215,-11.0969,lvmSFrame-00031611.fits,sdsswork/lvm/spectro/redux/1.2.0/1042XX/1042411/60666/lvmSFrame-00031611.fits,sdsswork/data/agcam/lco/60666/coadds/lvm.sci.coadd_s00031611.fits,60655,97.67789614882865,6.312336686405254,2.4181891286530575,NGC2237,97.67789614882865,6.312336686405254,-155.0491215521821,-1.7050896557769029
1042XX,1042922,60666,31613,900.0,1,0,0,1.2.0,0,tile_id=1042922,2024-12-22T04:06:31.805,6.38507278917408e-14,3.20935345500693e-14,2.18745443751471e-14,6.38168514991789e-14,3.3595172481888e-14,2.27699574919773e-14,6.47084374286685e-14,3.24924714470145e-14,2.1933471486853e-14,MOD,98.10119336414498,6.294038438446501,2.4749665458366477,1.279,-44.99,36.03,51.3827,3877.14455,75.5112,70.85951974716338,-56.12802419948617,1.4408006928345305,1.135,-52.9,35.73,WHAM_south_08,61.7934,66.3274,1152.68485,100.8552,100.1787447643121,8.96706082792698,0.6100305744531439,1.343,-44.19,36.67,grid146,48.1086,3.3741,4564.29056,73.3444,173.97108,4.29992,262.32,0.5682,-36.8848,-3.8862,lvmSFrame-00031613.fits,sdsswork/lvm/spectro/redux/1.2.0/1042XX/1042922/60666/lvmSFrame-00031613.fits,sdsswork/data/agcam/lco/60666/coadds/lvm.sci.coadd_s00031613.fits,60655,98.10119336414498,6.294038438446501,2.4749665458366477,NGC2237,98.10119336414498,6.294038438446501,-154.83849641009633,-1.3403649996783304
1044XX,1044313,60666,31614,900.0,1,0,0,1.2.0,0,tile_id=1044313,2024-12-22T04:22:43.018,6.38792255745394e-14,3.24590069417415e-14,2.1918366777817e-14,6.69919022235209e-14,3.55870282630427e-14,2.43053917865671e-14,6.48906455194087e-14,3.26969637641603e-14,2.1998605004571e-14,MOD,99.56534645524195,5.862762063640967,2.5887588494402407,1.256,-42.78,36.03,52.7362,3792.16778,74.2017,100.17877196668222,8.967073955760402,1.0533167275370177,1.313,-40.45,35.71,grid146,49.6078,3.1633,4505.34931,73.4703,70.85950350678412,-56.12805337143207,0.8845961456675242,1.145,-50.47,36.65,WHAM_south_08,60.8523,66.3297,1179.2956,100.8709,174.09015,4.24006,262.44,0.5671,-37.3592,-0.4195,lvmSFrame-00031614.fits,sdsswork/lvm/spectro/redux/1.2.0/1044XX/1044313/60666/lvmSFrame-00031614.fits,sdsswork/data/agcam/lco/60666/coadds/lvm.sci.coadd_s00031614.fits,60655,99.56534645524195,5.862762063640967,2.5887588494402407,NGC2237,99.56534645524195,5.862762063640967,-153.7855943207409,-0.246135341936751
1043XX,1043433,60666,31615,900.0,1,0,0,1.2.0,0,tile_id=1043433,2024-12-22T04:39:00.017,6.3964230107223e-14,3.22471069673715e-14,2.19152207762558e-14,6.93699263984986e-14,3.58385677800246e-14,2.34243804933761e-14,6.42237702700095e-14,3.21141701304738e-14,2.1944086090348e-14,MOD,98.52446999325792,6.2754093013816,2.4957068705394683,1.239,-37.75,35.99,53.7761,3820.98378,75.3365,70.85951024412407,-56.12805352324547,1.4937714686953023,1.158,-48.5,35.67,WHAM_south_08,59.6615,66.4276,1191.3803,100.8845,100.17879747659653,8.967093678044563,0.5207899878120993,1.29,-36.28,36.63,grid146,50.7786,3.1517,4393.8068,73.5933,174.20609,4.17971,262.56,0.5661,-37.5484,3.0628,lvmSFrame-00031615.fits,sdsswork/lvm/spectro/redux/1.2.0/1043XX/1043433/60666/lvmSFrame-00031615.fits,sdsswork/data/agcam/lco/60666/coadds/lvm.sci.coadd_s00031615.fits,60655,98.52446999325792,6.2754093013816,2.4957068705394683,NGC2237,98.52446999325792,6.2754093013816,-154.62793840595828,-0.9756093060283273
1043XX,1043872,60666,31616,900.0,1,0,0,1.2.0,0,tile_id=1043872,2024-12-22T04:55:30.968,6.43530522822919e-14,3.25433832792044e-14,2.20206844688394e-14,6.78704447196893e-14,3.58216181048432e-14,2.3640540865857e-14,6.43487611327287e-14,3.2412049418385e-14,2.20947608559529e-14,MOD,98.94770903241452,6.256371608041344,2.58054197975166,1.229,-34.3,35.99,54.4402,3704.68615,75.0358,100.17877706729446,8.967085397118769,1.0430729928871374,1.276,-32.49,35.63,grid146,51.5887,2.9726,4230.29752,73.7142,70.85950359843572,-56.128024899438905,0.8947638518415072,1.176,-46.12,36.63,WHAM_south_08,58.2348,66.5289,1188.32131,100.8959,174.31975,4.11835,262.68,0.5651,-37.4419,6.5857,lvmSFrame-00031616.fits,sdsswork/lvm/spectro/redux/1.2.0/1043XX/1043872/60666/lvmSFrame-00031616.fits,sdsswork/data/agcam/lco/60666/coadds/lvm.sci.coadd_s00031616.fits,60655,98.94770903241452,6.256371608041344,2.58054197975166,NGC2237,98.94770903241452,6.256371608041344,-154.41736815479499,-0.6108783166319217
1044XX,1044312,60666,31619,900.0,1,0,0,1.2.0,0,tile_id=1044312,2024-12-22T05:46:48.630,6.43284440240136e-14,3.2562213318023e-14,2.21505157479634e-14,6.94258527958268e-14,3.53945155089298e-14,2.35244029159207e-14,6.4612252051233e-14,3.24515969326753e-14,2.22049997835154e-14,MOD,99.37094900064145,6.236959312632018,2.63311014533752,1.235,-23.21,35.95,54.0219,3077.09041,74.9603,70.85946890560722,-56.128033652155175,1.5865493748369772,1.256,-39.98,35.69,WHAM_south_08,52.73,66.6314,1082.72904,100.9166,100.17880746332263,8.967055341192937,0.4594800978112189,1.278,-20.33,36.51,grid146,51.4845,2.8451,3446.97561,74.0655,174.64793,3.9266,263.02,0.5621,-35.2434,17.4196,lvmSFrame-00031619.fits,sdsswork/lvm/spectro/redux/1.2.0/1044XX/1044312/60666/lvmSFrame-00031619.fits,sdsswork/data/agcam/lco/60666/coadds/lvm.sci.coadd_s00031619.fits,60655,99.37094900064145,6.236959312632018,2.63311014533752,NGC2237,99.37094900064145,6.236959312632018,-154.20677992924416,-0.24612729295981944
1042XX,1042410,60667,31648,900.0,1,0,0,1.2.0,0,tile_id=1042410,2024-12-23T03:33:17.937,6.44499850298739e-14,3.25303761457021e-14,2.21301479609656e-14,7.02633589539474e-14,3.66195713453483e-14,2.43750559849561e-14,6.50684963399458e-14,3.27890880472284e-14,2.22637311612723e-14,MOD,97.48191251175894,6.685563930038308,2.3835518076620907,1.345,-51.14,36.15,47.9962,3726.32271,86.8555,100.17873591957954,8.96708962870469,1.2607360137051673,1.422,-51.49,35.84,grid146,44.6579,3.5132,4461.76392,84.2601,70.85953148172598,-56.12805112823958,0.9858154531702842,1.124,-56.84,36.77,WHAM_south_08,62.7968,66.5344,1051.66318,101.6865,184.16981,-1.23788,272.88,0.4763,-35.0262,-16.4277,lvmSFrame-00031648.fits,sdsswork/lvm/spectro/redux/1.2.0/1042XX/1042410/60667/lvmSFrame-00031648.fits,sdsswork/data/agcam/lco/60667/coadds/lvm.sci.coadd_s00031648.fits,60655,97.48191251175894,6.685563930038308,2.3835518076620907,NGC2237,97.48191251175894,6.685563930038308,-155.4702782967611,-1.7051045791702522
1042XX,1042921,60667,31650,900.0,1,0,0,1.2.0,0,tile_id=1042921,2024-12-23T04:06:21.916,6.47260634458776e-14,3.27361568182089e-14,2.22321933189574e-14,6.97454584268615e-14,3.52933710330744e-14,2.38001005894996e-14,6.56402193103149e-14,3.30683105906079e-14,2.23263789650942e-14,MOD,97.90552235766093,6.6675618413421915,2.4414513983318544,1.278,-43.68,36.09,51.4669,3941.14346,86.7177,70.85949762677416,-56.12805669937589,1.5421082370978298,1.137,-52.38,35.8,WHAM_south_08,61.5974,66.6324,1149.57614,101.7147,100.17877855787226,8.967111413568617,0.7438753685800387,1.335,-43.27,36.73,grid146,48.4855,3.2186,4560.00315,84.5472,184.43949,-1.36992,273.15,0.4739,-36.8693,-9.4368,lvmSFrame-00031650.fits,sdsswork/lvm/spectro/redux/1.2.0/1042XX/1042921/60667/lvmSFrame-00031650.fits,sdsswork/data/agcam/lco/60667/coadds/lvm.sci.coadd_s00031650.fits,60655,97.90552235766093,6.6675618413421915,2.4414513983318544,NGC2237,97.90552235766093,6.6675618413421915,-155.2597042523426,-1.3403666464572788
1043XX,1043432,60667,31651,900.0,1,0,0,1.2.0,0,tile_id=1043432,2024-12-23T04:22:47.777,6.44110240900891e-14,3.24198168407269e-14,2.20855935825533e-14,6.62247499819936e-14,3.40262330799333e-14,2.30463638251702e-14,6.45275045618724e-14,3.23100226570813e-14,2.21223713324459e-14,MOD,98.32912550057891,6.649121031806235,2.4866341897518334,1.257,-40.27,36.05,52.6869,3955.53354,86.4318,70.85947049172854,-56.12801036733867,1.5759046926523992,1.148,-50.14,35.76,WHAM_south_08,60.5805,66.7316,1177.06123,101.7255,100.1787983681448,8.967060454667607,0.6985946676194993,1.306,-39.27,36.7,grid146,49.9289,2.9547,4520.6369,84.6844,184.56789,-1.43572,273.28,0.4727,-37.3606,-5.9344,lvmSFrame-00031651.fits,sdsswork/lvm/spectro/redux/1.2.0/1043XX/1043432/60667/lvmSFrame-00031651.fits,sdsswork/data/agcam/lco/60667/coadds/lvm.sci.coadd_s00031651.fits,60655,98.32912550057891,6.649121031806235,2.4866341897518334,NGC2237,98.32912550057891,6.649121031806235,-155.04911276590843,-0.9756245971324295
1043XX,1043871,60667,31652,900.0,1,0,0,1.2.0,0,tile_id=1043871,2024-12-23T04:40:05.884,6.42780390972205e-14,3.24144838574956e-14,2.20732067098063e-14,6.67686959700876e-14,3.43572257902196e-14,2.30470523090234e-14,6.41803332231303e-14,3.22300275232775e-14,2.21643889472164e-14,MOD,98.75270897512257,6.630265761422876,2.5529238223217923,1.241,-36.63,35.97,53.6419,3901.87536,86.149,70.85945276843155,-56.12801209492473,1.5949185302801119,1.163,-47.83,35.63,WHAM_south_08,59.2488,66.8321,1189.83629,101.7345,100.17879814538198,8.967057782267403,0.6764124179438676,1.285,-35.05,36.55,grid146,51.0669,2.7307,4418.79177,84.8248,184.69897,-1.50516,273.42,0.4715,-37.56,-2.2319,lvmSFrame-00031652.fits,sdsswork/lvm/spectro/redux/1.2.0/1043XX/1043871/60667/lvmSFrame-00031652.fits,sdsswork/data/agcam/lco/60667/coadds/lvm.sci.coadd_s00031652.fits,60655,98.75270897512257,6.630265761422876,2.5529238223217923,NGC2237,98.75270897512257,6.630265761422876,-154.83851304553187,-0.6108834100926345
