tilegrp,tileid,mjd,expnum,exptime,stage,status,drpqual,drpver,dpos,object,obstime,std_mean_senb,std_mean_senr,std_mean_senz,sci_mean_senb,sci_mean_senr,sci_mean_senz,mod_mean_senb,mod_mean_senr,mod_mean_senz,fluxcal,sci_ra,sci_dec,sci_pa,sci_amass,sci_kmpos,sci_focpos,sci_alt,sci_sh_hght,sci_moon_sep,skye_ra,skye_dec,skye_pa,skye_amass,skye_kmpos,skye_focpos,skye_name,skye_alt,sci_skye_sep,skye_sh_hght,skye_moon_sep,skyw_ra,skyw_dec,skyw_pa,skyw_amass,skyw_kmpos,skyw_focpos,skyw_name,skyw_alt,sci_skyw_sep,skyw_sh_hght,skyw_moon_sep,moon_ra,moon_dec,moon_phase,moon_fli,sun_alt,moon_alt,filename,location,agcam_location,calib_mjd,ra,dec,pa,NGCname,ra_icrs,dec_icrs,ra_g,dec_g
1028XX,1028833,60216,5751,900.0,1,0,0,1.2.0,0,tile_id=1001085,2023-09-29T07:17:22.285,6.01799603944474e-14,3.03818111375675e-14,2.04828819670059e-14,1.07496253739618e-13,3.16364821322656e-14,2.12346978648881e-14,6.08711517876858e-14,3.04042492183171e-14,2.05136949031095e-14,MOD,84.94414817007357,-3.0224588116510156,-62.255300404960586,1.416,-35.27,35.9,44.9195,1362.2241,81.1481,21.018544232396163,-22.926985736691535,1.199577261852324,1.09,-26.25,35.38,WHAM_south_02,66.5989,64.8625,2890.23613,28.6977,85.80030691273153,-1.274153365084277,1.0860433772762519,1.462,-66.27,36.37,grid125,43.1426,1.9464,1351.39374,81.9816,3.82973,0.39419,177.78,0.9996,-39.7386,39.9524,lvmSFrame-00005751.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028833/60216/lvmSFrame-00005751.fits,sdsswork/data/agcam/lco/60216/coadds/lvm.sci.coadd_s00005751.fits,60177,84.94414817007357,-3.0224588116510156,-62.255300404960586,NGC2024,84.94414817007357,-3.0224588116510156,-152.6667048037968,-17.30344710863318
1028XX,1028863,60216,5752,900.0,1,0,0,1.2.0,0,tile_id=1001115,2023-09-29T07:35:35.970,6.02018933141298e-14,3.03748332621996e-14,2.04315197336504e-14,8.72685980355323e-14,3.12965786155423e-14,2.14999201587315e-14,6.07477362649936e-14,3.0394773748105e-14,2.04458177712448e-14,MOD,85.16894513263091,-2.666134285316921,-62.278975959353865,1.346,-31.49,35.9,47.9713,1163.27843,81.2544,85.80026679070077,-1.2740270299215437,1.3794162559759966,1.377,-62.53,35.38,grid125,46.5623,1.5284,1157.22365,81.8662,21.01856404721392,-22.927058161169292,0.8849532190791773,1.126,-23.45,36.37,WHAM_south_02,62.6405,65.2126,2392.17377,28.7057,3.94723,0.48427,177.91,0.9997,-36.2687,36.4221,lvmSFrame-00005752.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028863/60216/lvmSFrame-00005752.fits,sdsswork/data/agcam/lco/60216/coadds/lvm.sci.coadd_s00005752.fits,60177,85.16894513263091,-2.666134285316921,-62.278975959353865,NGC2024,85.16894513263091,-2.666134285316921,-152.88866245285953,-16.9396049547344
1028XX,1028829,60216,5753,900.0,1,0,0,1.2.0,0,tile_id=1001081,2023-09-29T07:52:20.672,6.03064746448353e-14,3.04027017297578e-14,2.0532991209789e-14,6.18184018451721e-14,3.07197225480788e-14,1.98891093940486e-14,6.02483118118711e-14,3.00940954520246e-14,2.05367433626817e-14,MOD,84.15885782541956,-1.5317018110785583,-62.293734383126335,1.289,-26.61,35.9,50.8596,997.25346,80.1197,85.80028395809207,-1.2740536619343044,1.3399038218291501,1.314,-58.86,35.38,grid125,49.5511,1.661,980.10435,81.7569,70.85950527322865,-56.12796988802529,1.089657467391891,1.146,-68.59,36.37,WHAM_south_08,60.7091,55.6399,990.22499,77.7999,4.0586,0.56684,178.03,0.9997,-32.9785,33.0997,lvmSFrame-00005753.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028829/60216/lvmSFrame-00005753.fits,sdsswork/data/agcam/lco/60216/coadds/lvm.sci.coadd_s00005753.fits,60177,84.15885782541956,-1.5317018110785583,-62.293734383126335,NGC2024,84.15885782541956,-1.5317018110785583,-154.4312136431509,-17.30375062790022
1028XX,1028860,60216,5754,900.0,1,0,0,1.2.0,0,tile_id=1001112,2023-09-29T08:08:58.440,6.03304642267672e-14,3.03261649348593e-14,2.0548834628775e-14,6.1341189002148e-14,3.08147648986508e-14,2.04541076899818e-14,6.10185762044179e-14,3.04254666814179e-14,2.06016036894922e-14,MOD,84.57985577993765,-1.5482635838553873,-62.28312967825467,1.246,-23.33,35.9,53.324,818.24601,80.4291,70.85952969917268,-56.128038934562454,1.5426541900344652,1.135,-66.22,35.38,WHAM_south_08,61.7079,55.6899,818.14662,77.8099,85.80031521092667,-1.274132357625843,0.9512800066586549,1.263,-54.97,36.37,grid125,52.3374,1.2505,808.91876,81.6448,4.17267,0.64865,178.15,0.9997,-29.6317,29.7398,lvmSFrame-00005754.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028860/60216/lvmSFrame-00005754.fits,sdsswork/data/agcam/lco/60216/coadds/lvm.sci.coadd_s00005754.fits,60177,84.57985577993765,-1.5482635838553873,-62.28312967825467,NGC2024,84.57985577993765,-1.5482635838553873,-154.20936836991274,-16.93983291372208
0011XX,11111,60222,6109,900.0,1,0,0,1.2.0,0,Rosette,2023-10-05T06:54:20.948,6.00551139214189e-14,3.04106861171832e-14,2.04738954040981e-14,3.94646704828936e-14,1.98059932523994e-14,1.50456487473427e-14,5.97490290643134e-14,3.01231937126101e-14,2.05684119076562e-14,MOD,97.60028649041392,4.921587323155533,0.6497366472238725,1.986,-75.77,35.44,30.1989,1363.15651,25.903,21.018530632943744,-22.92706213980391,1.2694090445128028,1.091,-26.16,35.15,None,66.4763,79.6584,3314.30097,81.8012,88.6538714454724,1.805910663558865,1.086209724268714,1.586,-67.94,36.07,None,39.081,9.4578,1548.66408,26.9995,86.89535,28.75327,255.88,0.6232,-41.9074,20.3649,lvmSFrame-00006109.fits,sdsswork/lvm/spectro/redux/1.2.0/0011XX/11111/60222/lvmSFrame-00006109.fits,sdsswork/data/agcam/lco/60222/coadds/lvm.sci.coadd_s00006109.fits,60177,97.60028649041392,4.921587323155533,0.6497366472238725,NGC2237,97.60028649041392,4.921587323155533,-153.85060030685423,-2.41612522593906
0011XX,11111,60222,6110,900.0,1,0,0,1.2.0,0,Rosette,2023-10-05T07:11:50.502,6.06349974643804e-14,3.06419066196038e-14,2.05870643115702e-14,5.48523138541298e-14,2.9121578479901e-14,1.93240800668444e-14,6.07071510081266e-14,3.02324528976027e-14,2.05945692053261e-14,MOD,97.79520929013825,4.548211343964809,0.602654351223733,1.801,-72.29,35.44,33.6922,1204.12801,26.3034,88.65377241783848,1.806078388458542,1.2540849927138624,1.484,-64.34,35.15,None,42.3428,9.5295,1357.88953,27.0208,21.01853879226653,-22.92706502902335,0.8350545561078023,1.126,-23.47,36.07,None,62.6772,79.6814,2855.49386,81.9048,87.01442,28.78162,255.97,0.6224,-38.8276,22.5309,lvmSFrame-00006110.fits,sdsswork/lvm/spectro/redux/1.2.0/0011XX/11111/60222/lvmSFrame-00006110.fits,sdsswork/data/agcam/lco/60222/coadds/lvm.sci.coadd_s00006110.fits,60177,97.79520929013825,4.548211343964809,0.602654351223733,NGC2237,97.79520929013825,4.548211343964809,-153.4293392576218,-2.416080221849412
0011XX,11111,60222,6111,900.0,1,0,0,1.2.0,0,Rosette,2023-10-05T07:29:01.392,6.10445779034521e-14,3.06354258242301e-14,2.07186393008793e-14,6.27935972374714e-14,2.7203265927153e-14,1.98238376549902e-14,6.08360674450709e-14,3.07338020565317e-14,2.07199432469054e-14,MOD,97.827622539539,5.2765552599027,0.5605439631135817,1.683,-68.48,35.44,36.4308,1048.80702,25.6208,100.17873820160501,8.967179770349073,1.35540690114894,1.875,-69.42,35.15,None,32.2137,4.3659,1021.16921,23.3231,70.85952193822412,-56.127982297136526,1.0393977222240454,1.146,-68.55,36.07,None,60.7268,65.2744,1142.42577,86.0595,87.12835,28.80758,256.06,0.6217,-35.6603,24.4843,lvmSFrame-00006111.fits,sdsswork/lvm/spectro/redux/1.2.0/0011XX/11111/60222/lvmSFrame-00006111.fits,sdsswork/data/agcam/lco/60222/coadds/lvm.sci.coadd_s00006111.fits,60177,97.827622539539,5.2765552599027,0.5605439631135817,NGC2237,97.827622539539,5.2765552599027,-154.0611163949529,-2.0513980008743076
0011XX,11111,60222,6112,900.0,1,0,0,1.2.0,0,Rosette,2023-10-05T07:45:57.566,6.05868910253569e-14,3.04659118620335e-14,2.05174865911578e-14,6.1940464254894e-14,3.05012601102708e-14,2.04944587966069e-14,6.14990867163534e-14,3.06142243815309e-14,2.06107726386986e-14,MOD,98.0225659276654,4.903134770610664,0.5109805115373661,1.567,-64.98,35.44,39.6169,890.83656,26.0203,70.85955346164687,-56.12813713959679,2.1556199264034372,1.135,-66.13,35.15,None,61.7371,64.9702,967.91991,86.0981,100.17873742113203,8.96711609763449,1.1439245882652755,1.733,-65.44,36.07,None,35.226,4.593,872.19102,23.2888,87.23801,28.83123,256.15,0.6209,-32.4241,26.2247,lvmSFrame-00006112.fits,sdsswork/lvm/spectro/redux/1.2.0/0011XX/11111/60222/lvmSFrame-00006112.fits,sdsswork/data/agcam/lco/60222/coadds/lvm.sci.coadd_s00006112.fits,60177,98.0225659276654,4.903134770610664,0.5109805115373661,NGC2237,98.0225659276654,4.903134770610664,-153.63995869379386,-2.0513643579611873
0011XX,11111,60222,6113,900.0,1,0,0,1.2.0,0,Rosette,2023-10-05T08:03:00.083,6.05192499589102e-14,3.04446986673051e-14,2.04335098791577e-14,6.70258881992268e-14,3.03427763462292e-14,2.11664019777799e-14,6.05896065025397e-14,3.02180299253658e-14,2.049584600334e-14,MOD,98.21719980098936,4.529618243226223,0.46745390862374847,1.474,-61.41,35.44,42.7115,735.22083,26.4188,100.17864865504718,8.967205878996042,1.2475758296616446,1.619,-61.79,35.15,None,38.1109,4.8461,723.36235,23.254,70.85952126451659,-56.12805388426372,1.0528947742197183,1.128,-63.32,36.07,None,62.4583,64.6665,795.68508,86.1345,87.34603,28.85302,256.23,0.6202,-29.0729,27.7742,lvmSFrame-00006113.fits,sdsswork/lvm/spectro/redux/1.2.0/0011XX/11111/60222/lvmSFrame-00006113.fits,sdsswork/data/agcam/lco/60222/coadds/lvm.sci.coadd_s00006113.fits,60177,98.21719980098936,4.529618243226223,0.46745390862374847,NGC2237,98.21719980098936,4.529618243226223,-153.21880794669687,-2.0513193003935832
0011XX,11111,60222,6114,900.0,1,0,0,1.2.0,0,Rosette,2023-10-05T08:19:56.495,6.07681269520159e-14,3.05794458790997e-14,2.04164219232024e-14,5.76660103879927e-14,2.8416803512278e-14,1.92183202628315e-14,6.13431813046465e-14,3.07926278606224e-14,2.04498622106412e-14,MOD,98.2500959245244,5.258060732119359,0.4273840535438693,1.416,-57.41,35.44,44.9017,588.59657,25.7341,70.85946223369412,-56.12803640140768,2.1673123491805217,1.124,-60.99,35.15,None,62.8561,65.3745,631.95078,86.1685,100.17873597035579,8.967110033317612,1.0261149307343425,1.53,-57.65,36.07,None,40.807,4.1735,580.05573,23.2194,87.45139,28.8726,256.31,0.6195,-25.6634,29.0981,lvmSFrame-00006114.fits,sdsswork/lvm/spectro/redux/1.2.0/0011XX/11111/60222/lvmSFrame-00006114.fits,sdsswork/data/agcam/lco/60222/coadds/lvm.sci.coadd_s00006114.fits,60177,98.2500959245244,5.258060732119359,0.4273840535438693,NGC2237,98.2500959245244,5.258060732119359,-153.85058403412094,-1.6866446339671204
0011XX,11111,60222,6115,900.0,1,0,0,1.2.0,0,Rosette,2023-10-05T08:36:59.418,6.20191060769314e-14,3.11312853060671e-14,2.08217080573605e-14,6.21929378944669e-14,3.11303375326949e-14,2.04872895445384e-14,6.14165250766314e-14,3.0551014104831e-14,2.07633537936818e-14,MOD,98.44480021448713,4.884394679529306,0.3809552872030566,1.353,-53.75,35.44,47.6512,448.95153,26.13,70.85952104440925,-56.127923535510845,2.1821474675065424,1.123,-58.48,35.15,None,62.9199,65.071,478.86824,86.2003,100.17878524832392,8.967058128397625,0.9561539114255986,1.457,-53.62,36.07,None,43.3168,4.4306,444.21716,23.1838,87.55574,28.89017,256.39,0.6189,-22.1665,30.1978,lvmSFrame-00006115.fits,sdsswork/lvm/spectro/redux/1.2.0/0011XX/11111/60222/lvmSFrame-00006115.fits,sdsswork/data/agcam/lco/60222/coadds/lvm.sci.coadd_s00006115.fits,60177,98.44480021448713,4.884394679529306,0.3809552872030566,NGC2237,98.44480021448713,4.884394679529306,-153.42940306538705,-1.6866053166308732
0011XX,11111,60228,6445,900.0,1,0,0,1.2.0,0,Rosette,2023-10-11T07:03:51.427,6.15926888538701e-14,3.07030416058877e-14,2.06672488845026e-14,5.94582829503745e-14,3.00194785882958e-14,1.98854910994399e-14,6.19134785755771e-14,3.08122616654411e-14,2.06415105644272e-14,MOD,97.17799473199791,4.9395294172548425,0.5237579830702158,1.667,-68.32,36.19,36.8443,1292.89984,65.2369,100.17868183163964,8.967234251862134,1.4532876122531764,1.89,-69.76,35.74,None,31.9264,5.0091,1254.02873,61.6058,70.85948422536953,-56.1279977244036,1.0499277259976372,1.148,-68.8,36.63,None,60.6186,64.772,1298.65875,101.0888,162.88197,12.03289,322.03,0.1063,-38.3257,-21.6423,lvmSFrame-00006445.fits,sdsswork/lvm/spectro/redux/1.2.0/0011XX/11111/60228/lvmSFrame-00006445.fits,sdsswork/data/agcam/lco/60228/coadds/lvm.sci.coadd_s00006445.fits,60177,97.17799473199791,4.9395294172548425,0.5237579830702158,NGC2237,97.17799473199791,4.9395294172548425,-154.06113309615412,-2.780956827496765
0011XX,11111,60228,6446,900.0,1,0,0,1.2.0,0,Rosette,2023-10-11T07:20:54.804,6.32296804433703e-14,3.13199085703007e-14,2.10177254573777e-14,6.06451502900582e-14,3.05056830659813e-14,2.03171633766097e-14,6.40694627114843e-14,3.16748799461391e-14,2.11889171127279e-14,MOD,97.37309698857833,4.5663512212705415,0.4506549820505532,1.553,-64.79,36.19,40.0543,1116.65775,65.2595,100.1787356814197,8.967153571431668,1.396745671219413,1.744,-65.98,35.74,None,34.9719,5.2082,1089.97532,61.7509,70.85950363841512,-56.12800662839769,1.0784175896970425,1.136,-66.15,36.63,None,61.6611,64.4665,1129.95284,101.1281,163.02725,11.98278,322.17,0.1056,-35.3079,-18.0122,lvmSFrame-00006446.fits,sdsswork/lvm/spectro/redux/1.2.0/0011XX/11111/60228/lvmSFrame-00006446.fits,sdsswork/data/agcam/lco/60228/coadds/lvm.sci.coadd_s00006446.fits,60177,97.37309698857833,4.5663512212705415,0.4506549820505532,NGC2237,97.37309698857833,4.5663512212705415,-153.6398455743478,-2.7809929360374355
0011XX,11111,60228,6447,900.0,1,0,0,1.2.0,0,Rosette,2023-10-11T07:37:55.350,6.17482360021529e-14,3.05209215006558e-14,2.06709279428326e-14,5.94895637651683e-14,3.13170225789173e-14,2.09357035385661e-14,6.15010922738879e-14,3.00429904223186e-14,2.06286014363194e-14,MOD,97.56784138701764,4.19320238344207,0.4194979452921736,1.462,-61.23,36.19,43.1445,943.3032,65.2783,70.85954782956641,-56.12810776528967,1.4050671204512883,1.128,-63.76,35.74,None,62.4075,64.1619,960.08669,101.1652,100.17873778414595,8.967086557956167,1.0894576851767994,1.628,-61.92,36.63,None,37.865,5.4326,925.91101,61.8917,163.16803,11.93285,322.3,0.1049,-32.1687,-14.3963,lvmSFrame-00006447.fits,sdsswork/lvm/spectro/redux/1.2.0/0011XX/11111/60228/lvmSFrame-00006447.fits,sdsswork/data/agcam/lco/60228/coadds/lvm.sci.coadd_s00006447.fits,60177,97.56784138701764,4.19320238344207,0.4194979452921736,NGC2237,97.56784138701764,4.19320238344207,-153.21870232414898,-2.7809782132644063
0011XX,11111,60228,6448,900.0,1,0,0,1.2.0,0,Rosette,2023-10-11T07:55:06.503,6.24618537619298e-14,3.12061962685698e-14,2.10280349215567e-14,6.24927432419491e-14,2.87359791843043e-14,2.07554702389006e-14,6.33073883007096e-14,3.13810436133977e-14,2.10916742911996e-14,MOD,97.40494094066365,5.294533783673413,0.3725811250216837,1.409,-56.91,36.19,45.2025,779.25398,65.3636,70.8595233581514,-56.12802523781847,1.425695676421933,1.124,-61.17,35.74,None,62.8378,65.1754,790.87548,101.2003,100.17874652360592,8.967066685010154,1.0376078734885128,1.535,-57.94,36.63,None,40.6153,4.5891,763.21234,62.0299,163.30606,11.88239,322.44,0.1042,-28.8868,-10.7506,lvmSFrame-00006448.fits,sdsswork/lvm/spectro/redux/1.2.0/0011XX/11111/60228/lvmSFrame-00006448.fits,sdsswork/data/agcam/lco/60228/coadds/lvm.sci.coadd_s00006448.fits,60177,97.40494094066365,5.294533783673413,0.3725811250216837,NGC2237,97.40494094066365,5.294533783673413,-154.27162442068067,-2.416392110774677
0011XX,11111,60228,6449,900.0,1,0,0,1.2.0,0,Rosette,2023-10-11T08:12:15.443,6.23192813547521e-14,3.11362788720058e-14,2.08864325266933e-14,6.0907221062971e-14,3.14967643163898e-14,2.08433993793499e-14,6.25816069896612e-14,3.10035746814677e-14,2.09400742535964e-14,MOD,97.98952369988031,4.17469847242214,0.3284876933358011,1.338,-53.78,36.19,48.3267,614.2024,65.1334,70.85952269569647,-56.128003936154165,1.4285006790418764,1.123,-58.64,35.74,None,62.926,64.2619,628.69303,101.2329,100.178796546645,8.9670497446809,0.975362654813648,1.462,-53.89,36.63,None,43.1553,5.2625,607.6465,62.1636,163.43951,11.83196,322.56,0.1035,-25.5194,-7.1245,lvmSFrame-00006449.fits,sdsswork/lvm/spectro/redux/1.2.0/0011XX/11111/60228/lvmSFrame-00006449.fits,sdsswork/data/agcam/lco/60228/coadds/lvm.sci.coadd_s00006449.fits,60177,97.98952369988031,4.17469847242214,0.3284876933358011,NGC2237,97.98952369988031,4.17469847242214,-153.00819007187488,-2.4163034429359174
0011XX,11111,60228,6450,900.0,1,0,0,1.2.0,0,Rosette,2023-10-11T08:29:33.790,6.2423875059931e-14,3.10583920978679e-14,2.07420805724253e-14,6.04576559712372e-14,3.0984071356447e-14,2.05674526674306e-14,6.26911443722874e-14,3.10817787599401e-14,2.07946833310346e-14,SCI,97.63206311474393,5.649719683851216,0.2818518584910771,1.312,-49.0,36.19,49.6114,468.08593,65.3357,100.1787533913046,8.967161814067925,1.1520515068485528,1.402,-49.96,35.74,None,45.4754,4.1694,461.37013,62.2944,70.85944197316567,-56.128058345547394,1.1012057495789644,1.126,-55.93,36.63,None,62.6658,65.5791,476.13663,101.2634,163.56982,11.78093,322.69,0.1028,-22.0427,-3.4811,lvmSFrame-00006450.fits,sdsswork/lvm/spectro/redux/1.2.0/0011XX/11111/60228/lvmSFrame-00006450.fits,sdsswork/data/agcam/lco/60228/coadds/lvm.sci.coadd_s00006450.fits,60177,97.63206311474393,5.649719683851216,0.2818518584910771,NGC2237,97.63206311474393,5.649719683851216,-154.48227621656218,-2.051747572796427
0011XX,11111,60231,6634,900.0,1,0,0,1.2.0,0,Rosette,2023-10-14T06:39:00.274,6.00436929209108e-14,3.01588231238791e-14,2.00112763578058e-14,1.3369442043878e-13,7.00121100198883e-14,4.66785296751053e-14,6.04799812171854e-14,3.00833680166566e-14,2.01075071286996e-14,SCI,98.41150199510116,4.156030330078075,0.5545962911738049,1.789,-72.34,36.07,33.96,1514.57625,96.5366,88.65387190799068,1.805940876166443,1.2278074448610843,1.471,-63.78,35.69,None,42.8056,10.0231,1728.88291,106.0847,21.018610788931454,-22.92699530572331,0.7968683249812627,1.131,-23.12,36.56,None,62.1219,80.0807,3265.95086,151.7669,194.64885,-4.6118,354.72,0.0021,-41.4478,-41.2253,lvmSFrame-00006634.fits,sdsswork/lvm/spectro/redux/1.2.0/0011XX/11111/60231/lvmSFrame-00006634.fits,sdsswork/data/agcam/lco/60231/coadds/lvm.sci.coadd_s00006634.fits,60177,98.41150199510116,4.156030330078075,0.5545962911738049,NGC2237,98.41150199510116,4.156030330078075,-152.79770005376747,-2.0512881906923544
0011XX,11111,60231,6635,900.0,1,0,0,1.2.0,0,Rosette,2023-10-14T06:57:32.090,6.09580851376637e-14,3.06624870356711e-14,2.07285791688851e-14,5.74848764200037e-14,3.00489988337327e-14,2.03809389791896e-14,6.15129393097472e-14,3.10106293422197e-14,2.07813402959578e-14,MOD,98.05510991098146,5.631601530630545,0.49311245145372345,1.671,-67.76,36.07,36.7382,1343.62705,97.1907,70.85955196527678,-56.1280491170994,1.3803150386738903,1.143,-68.15,35.69,None,60.9829,65.6785,1309.32338,104.039,100.1787603452042,8.967100685945105,1.1540436455379013,1.839,-68.35,36.56,None,32.9178,3.9448,1320.36058,95.3198,194.8384,-4.68844,354.9,0.002,-38.4546,-38.0074,lvmSFrame-00006635.fits,sdsswork/lvm/spectro/redux/1.2.0/0011XX/11111/60231/lvmSFrame-00006635.fits,sdsswork/data/agcam/lco/60231/coadds/lvm.sci.coadd_s00006635.fits,60177,98.05510991098146,5.631601530630545,0.49311245145372345,NGC2237,98.05510991098146,5.631601530630545,-154.27172947064983,-1.6866650338650107
0011XX,11111,60231,6636,900.0,1,0,0,1.2.0,0,Rosette,2023-10-14T07:14:36.054,6.12349747212251e-14,3.07571252856513e-14,2.08502541798121e-14,5.47286547799578e-14,2.76395796069751e-14,1.93891157077999e-14,6.19137801358095e-14,3.09283422215033e-14,2.09442832069977e-14,MOD,98.63919154499112,4.510662567546922,0.429814095554545,1.549,-64.71,36.07,40.1723,1153.25088,96.7056,70.85952251518087,-56.128008368088175,1.3920834674244351,1.133,-65.51,35.69,None,61.9348,64.7683,1144.68098,104.0581,100.17879163798952,8.96705109049158,1.0900951255108053,1.704,-64.54,36.56,None,35.9212,4.7113,1148.14404,95.4997,195.01025,-4.75939,355.06,0.0019,-35.5223,-34.9165,lvmSFrame-00006636.fits,sdsswork/lvm/spectro/redux/1.2.0/0011XX/11111/60231/lvmSFrame-00006636.fits,sdsswork/data/agcam/lco/60231/coadds/lvm.sci.coadd_s00006636.fits,60177,98.63919154499112,4.510662567546922,0.429814095554545,NGC2237,98.63919154499112,4.510662567546922,-153.00825731061718,-1.686564520565899
0011XX,11111,60231,6637,900.0,1,0,0,1.2.0,0,Rosette,2023-10-14T07:31:32.651,6.20752186786502e-14,3.09081881635317e-14,2.08363827641408e-14,5.84788921143229e-14,3.02321598557963e-14,1.99227315428274e-14,6.28056335696782e-14,3.11786822746174e-14,2.09211075250927e-14,MOD,98.4778587158158,5.612946643532643,0.3661152125885161,1.483,-60.52,36.07,42.3891,986.46597,97.1194,100.17872208953638,8.967187446681889,1.267279187910243,1.597,-60.88,35.69,None,38.7517,3.7545,977.19909,95.6757,70.85953960425213,-56.1280578308976,1.0153537506380297,1.127,-62.73,36.56,None,62.5791,65.779,978.59036,104.0752,195.17805,-4.83015,355.23,0.0017,-32.4714,-31.7469,lvmSFrame-00006637.fits,sdsswork/lvm/spectro/redux/1.2.0/0011XX/11111/60231/lvmSFrame-00006637.fits,sdsswork/data/agcam/lco/60231/coadds/lvm.sci.coadd_s00006637.fits,60177,98.4778587158158,5.612946643532643,0.3661152125885161,NGC2237,98.4778587158158,5.612946643532643,-154.06118042340856,-1.3219061942288268
0011XX,11111,60231,6638,900.0,1,0,0,1.2.0,0,Rosette,2023-10-14T07:48:27.358,6.14218715147063e-14,3.04970805446138e-14,2.0820508524123e-14,5.53222413933729e-14,2.92725083876161e-14,1.97467066110065e-14,6.21063115171572e-14,3.07410994927869e-14,2.08634028902887e-14,MOD,98.67258798526966,5.239191983647484,0.30183764936077884,1.407,-56.91,36.07,45.2615,814.39415,97.0678,100.17873441257544,8.96711904485216,1.1955343727355305,1.511,-56.94,35.69,None,41.3998,4.0163,810.03748,95.8483,70.85949100398011,-56.127988570895404,1.029056625195724,1.123,-60.2,36.56,None,62.9003,65.4759,814.06996,104.0905,195.34254,-4.9011,355.38,0.0016,-29.3093,-28.4987,lvmSFrame-00006638.fits,sdsswork/lvm/spectro/redux/1.2.0/0011XX/11111/60231/lvmSFrame-00006638.fits,sdsswork/data/agcam/lco/60231/coadds/lvm.sci.coadd_s00006638.fits,60177,98.67258798526966,5.239191983647484,0.30183764936077884,NGC2237,98.67258798526966,5.239191983647484,-153.64003054564145,-1.3218710381347596
0011XX,11111,60231,6639,900.0,1,0,0,1.2.0,0,Rosette,2023-10-14T08:05:46.684,6.04067425234256e-14,3.01857763693476e-14,2.05305469738116e-14,5.34904197423203e-14,2.78937640768084e-14,1.86091698565604e-14,6.14211693781236e-14,3.03397617991888e-14,2.05889540900818e-14,MOD,98.86701985632129,4.865316197725786,0.2584553053453566,1.345,-53.17,36.07,48.0239,647.44845,97.016,100.1787839455062,8.967109820839962,1.134438575150956,1.441,-52.83,35.69,None,43.8956,4.3035,646.12355,96.0218,70.85949019973958,-56.127980163422656,1.0402298343461,1.123,-57.66,36.56,None,62.8831,65.1733,651.08257,104.1041,195.50771,-4.9741,355.54,0.0015,-25.9685,-25.0978,lvmSFrame-00006639.fits,sdsswork/lvm/spectro/redux/1.2.0/0011XX/11111/60231/lvmSFrame-00006639.fits,sdsswork/data/agcam/lco/60231/coadds/lvm.sci.coadd_s00006639.fits,60177,98.86701985632129,4.865316197725786,0.2584553053453566,NGC2237,98.86701985632129,4.865316197725786,-153.2188560692048,-1.3218496631137835
1028XX,1028828,60255,7331,900.0,1,0,0,1.2.0,0,tile_id=1028828,2023-11-07T04:52:58.041,6.13234934290613e-14,3.06768067589863e-14,2.06446167294471e-14,5.43167810001327e-14,2.95360800560022e-14,1.98488711859047e-14,6.09166289421304e-14,3.03722103049717e-14,2.0628096143659e-14,MOD,83.96283224166056,-1.158931880549824,62.226045025216806,1.387,-94.37,35.98,46.1178,3284.91585,75.1946,85.8002155590701,-1.2740170082425673,1.2887679762181077,1.418,-64.55,35.78,grid125,44.8355,1.8406,3188.73768,73.45,21.018575994687936,-22.927049631292142,0.8029797050326977,1.106,-24.75,36.56,WHAM_south_02,64.6636,64.7406,2788.0089,138.7636,158.38237,14.08788,290.53,0.3258,-44.3428,-24.0438,lvmSFrame-00007331.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028828/60255/lvmSFrame-00007331.fits,sdsswork/data/agcam/lco/60255/coadds/lvm.sci.coadd_s00007331.fits,60255,83.96283224166056,-1.158931880549824,62.226045025216806,NGC2024,83.96283224166056,-1.158931880549824,-154.87231133302285,-17.301328808947183
1028XX,1028893,60255,7332,900.0,1,0,0,1.2.0,0,tile_id=1028893,2023-11-07T05:09:49.049,6.14302514776464e-14,3.07182441330116e-14,2.06525544508979e-14,5.72571946780808e-14,2.89955648569052e-14,2.12089548806619e-14,6.14363319522972e-14,3.052188966338e-14,2.0667335127151e-14,MOD,85.39364081172556,-2.3097729880005193,62.158924921840466,1.326,-92.18,35.98,48.9429,2922.65048,74.2505,21.018538764870208,-22.927079881633034,1.1166596956916943,1.143,-22.62,35.78,WHAM_south_02,60.9926,65.5632,2768.06326,138.8837,85.80027393321654,-1.2740378114047821,0.9690576246469326,1.347,-60.67,36.56,grid125,47.9289,1.1126,2962.68987,73.5873,158.52918,14.04258,290.67,0.3247,-43.5921,-20.4673,lvmSFrame-00007332.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028893/60255/lvmSFrame-00007332.fits,sdsswork/data/agcam/lco/60255/coadds/lvm.sci.coadd_s00007332.fits,60255,85.39364081172556,-2.3097729880005193,62.158924921840466,NGC2024,85.39364081172556,-2.3097729880005193,-153.1097450238337,-16.575500445293407
